,State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
12,AK,02,013,"Aleutians East Borough, Alaska",553,334,219
13,AK,02,016,"Aleutians West Census Area, Alaska",499,273,226
14,AK,02,020,"Anchorage Municipality, Alaska",23914,10698,13216
15,AK,02,050,"Bethel Census Area, Alaska",4364,2199,2165
16,AK,02,060,"Bristol Bay Borough, Alaska",69,33,36
17,AK,02,068,"Denali Borough, Alaska",254,139,115
18,AK,02,070,"Dillingham Census Area, Alaska",894,446,448
19,AK,02,090,"Fairbanks North Star Borough, Alaska",7752,3523,4229
20,AK,02,100,"Haines Borough, Alaska",135,74,61
21,AK,02,105,"Hoonah-Angoon Census Area, Alaska",252,102,150
22,AK,02,110,"Juneau City and Borough, Alaska",2110,1145,965
23,AK,02,122,"Kenai Peninsula Borough, Alaska",5558,2596,2962
24,AK,02,130,"Ketchikan Gateway Borough, Alaska",1640,792,848
25,AK,02,150,"Kodiak Island Borough, Alaska",1552,962,590
26,AK,02,158,"Kusilvak Census Area, Alaska",2622,1290,1332
27,AK,02,164,"Lake and Peninsula Borough, Alaska",247,119,128
28,AK,02,170,"Matanuska-Susitna Borough, Alaska",9454,4346,5108
29,AK,02,180,"Nome Census Area, Alaska",2592,1399,1193
30,AK,02,185,"North Slope Borough, Alaska",976,532,444
31,AK,02,188,"Northwest Arctic Borough, Alaska",1824,951,873
32,AK,02,195,"Petersburg Borough, Alaska",327,174,153
33,AK,02,198,"Prince of Wales-Hyder Census Area, Alaska",921,475,446
34,AK,02,220,"Sitka City and Borough, Alaska",798,424,374
35,AK,02,230,"Skagway Municipality, Alaska",44,16,28
36,AK,02,240,"Southeast Fairbanks Census Area, Alaska",1011,507,504
37,AK,02,261,"Valdez-Cordova Census Area, Alaska",1029,598,431
38,AK,02,275,"Wrangell City and Borough, Alaska",279,153,126
39,AK,02,282,"Yakutat City and Borough, Alaska",35,25,10
40,AK,02,290,"Yukon-Koyukuk Census Area, Alaska",1252,666,586
12,AL,01,001,"Autauga County, Alabama",7057,2983,4074
13,AL,01,003,"Baldwin County, Alabama",25798,12018,13780
14,AL,01,005,"Barbour County, Alabama",6421,2856,3565
15,AL,01,007,"Bibb County, Alabama",3488,1495,1993
16,AL,01,009,"Blount County, Alabama",9552,4593,4959
17,AL,01,011,"Bullock County, Alabama",2486,981,1505
18,AL,01,013,"Butler County, Alabama",5094,2073,3021
19,AL,01,015,"Calhoun County, Alabama",23325,9500,13825
20,AL,01,017,"Chambers County, Alabama",7273,3091,4182
21,AL,01,019,"Cherokee County, Alabama",4918,2421,2497
22,AL,01,021,"Chilton County, Alabama",8288,3871,4417
23,AL,01,023,"Choctaw County, Alabama",3093,1206,1887
24,AL,01,025,"Clarke County, Alabama",6107,2495,3612
25,AL,01,027,"Clay County, Alabama",2201,902,1299
26,AL,01,029,"Cleburne County, Alabama",2508,1069,1439
27,AL,01,031,"Coffee County, Alabama",8581,3867,4714
28,AL,01,033,"Colbert County, Alabama",9406,4124,5282
29,AL,01,035,"Conecuh County, Alabama",4320,2011,2309
30,AL,01,037,"Coosa County, Alabama",2073,961,1112
31,AL,01,039,"Covington County, Alabama",7515,3263,4252
32,AL,01,041,"Crenshaw County, Alabama",2288,1068,1220
33,AL,01,043,"Cullman County, Alabama",14814,6760,8054
34,AL,01,045,"Dale County, Alabama",9306,4092,5214
35,AL,01,047,"Dallas County, Alabama",14580,5889,8691
36,AL,01,049,"DeKalb County, Alabama",13133,5783,7350
37,AL,01,051,"Elmore County, Alabama",10334,4413,5921
38,AL,01,053,"Escambia County, Alabama",8609,3695,4914
39,AL,01,055,"Etowah County, Alabama",20078,8854,11224
40,AL,01,057,"Fayette County, Alabama",3055,1449,1606
41,AL,01,059,"Franklin County, Alabama",7020,2598,4422
42,AL,01,061,"Geneva County, Alabama",6149,2689,3460
43,AL,01,063,"Greene County, Alabama",3479,1562,1917
44,AL,01,065,"Hale County, Alabama",4011,1638,2373
45,AL,01,067,"Henry County, Alabama",2657,1085,1572
46,AL,01,069,"Houston County, Alabama",18746,7893,10853
47,AL,01,071,"Jackson County, Alabama",9415,4398,5017
48,AL,01,073,"Jefferson County, Alabama",121029,52750,68279
49,AL,01,075,"Lamar County, Alabama",3382,1302,2080
50,AL,01,077,"Lauderdale County, Alabama",16232,6772,9460
51,AL,01,079,"Lawrence County, Alabama",6225,2780,3445
52,AL,01,081,"Lee County, Alabama",34561,15869,18692
53,AL,01,083,"Limestone County, Alabama",12075,5206,6869
54,AL,01,085,"Lowndes County, Alabama",3035,1353,1682
55,AL,01,087,"Macon County, Alabama",4636,2060,2576
56,AL,01,089,"Madison County, Alabama",46436,21195,25241
57,AL,01,091,"Marengo County, Alabama",5244,2056,3188
58,AL,01,093,"Marion County, Alabama",5960,2805,3155
59,AL,01,095,"Marshall County, Alabama",18794,8426,10368
60,AL,01,097,"Mobile County, Alabama",77917,31927,45990
61,AL,01,099,"Monroe County, Alabama",6901,2912,3989
62,AL,01,101,"Montgomery County, Alabama",49918,21699,28219
63,AL,01,103,"Morgan County, Alabama",18936,7640,11296
64,AL,01,105,"Perry County, Alabama",3373,1510,1863
65,AL,01,107,"Pickens County, Alabama",4801,2116,2685
66,AL,01,109,"Pike County, Alabama",8158,3810,4348
67,AL,01,111,"Randolph County, Alabama",4511,2048,2463
68,AL,01,113,"Russell County, Alabama",12054,4782,7272
69,AL,01,115,"St. Clair County, Alabama",13417,6115,7302
70,AL,01,117,"Shelby County, Alabama",16693,7492,9201
71,AL,01,119,"Sumter County, Alabama",5372,2187,3185
72,AL,01,121,"Talladega County, Alabama",17950,7613,10337
73,AL,01,123,"Tallapoosa County, Alabama",9117,3646,5471
74,AL,01,125,"Tuscaloosa County, Alabama",36274,15124,21150
75,AL,01,127,"Walker County, Alabama",14598,6480,8118
76,AL,01,129,"Washington County, Alabama",3200,1367,1833
77,AL,01,131,"Wilcox County, Alabama",4126,1910,2216
78,AL,01,133,"Winston County, Alabama",5157,2035,3122
12,AR,05,001,"Arkansas County, Arkansas",3705,1514,2191
13,AR,05,003,"Ashley County, Arkansas",4352,1961,2391
14,AR,05,005,"Baxter County, Arkansas",6452,3062,3390
15,AR,05,007,"Benton County, Arkansas",28804,13213,15591
16,AR,05,009,"Boone County, Arkansas",6465,2751,3714
17,AR,05,011,"Bradley County, Arkansas",3218,1350,1868
18,AR,05,013,"Calhoun County, Arkansas",907,409,498
19,AR,05,015,"Carroll County, Arkansas",5001,2173,2828
20,AR,05,017,"Chicot County, Arkansas",3385,1350,2035
21,AR,05,019,"Clark County, Arkansas",4716,1872,2844
22,AR,05,021,"Clay County, Arkansas",3324,1472,1852
23,AR,05,023,"Cleburne County, Arkansas",3676,1696,1980
24,AR,05,025,"Cleveland County, Arkansas",1751,785,966
25,AR,05,027,"Columbia County, Arkansas",5823,2540,3283
26,AR,05,029,"Conway County, Arkansas",4709,2344,2365
27,AR,05,031,"Craighead County, Arkansas",19715,8920,10795
28,AR,05,033,"Crawford County, Arkansas",11304,5456,5848
29,AR,05,035,"Crittenden County, Arkansas",11802,4745,7057
30,AR,05,037,"Cross County, Arkansas",3461,1459,2002
31,AR,05,039,"Dallas County, Arkansas",1141,521,620
32,AR,05,041,"Desha County, Arkansas",4029,1628,2401
33,AR,05,043,"Drew County, Arkansas",5023,2381,2642
34,AR,05,045,"Faulkner County, Arkansas",17768,7625,10143
35,AR,05,047,"Franklin County, Arkansas",3854,1651,2203
36,AR,05,049,"Fulton County, Arkansas",2383,1094,1289
37,AR,05,051,"Garland County, Arkansas",19802,9205,10597
38,AR,05,053,"Grant County, Arkansas",2134,943,1191
39,AR,05,055,"Greene County, Arkansas",7572,3161,4411
40,AR,05,057,"Hempstead County, Arkansas",5940,2685,3255
41,AR,05,059,"Hot Spring County, Arkansas",5975,2520,3455
42,AR,05,061,"Howard County, Arkansas",2910,1276,1634
43,AR,05,063,"Independence County, Arkansas",7783,3287,4496
44,AR,05,065,"Izard County, Arkansas",2663,1346,1317
45,AR,05,067,"Jackson County, Arkansas",3819,1759,2060
46,AR,05,069,"Jefferson County, Arkansas",17205,7764,9441
47,AR,05,071,"Johnson County, Arkansas",5574,2492,3082
48,AR,05,073,"Lafayette County, Arkansas",1731,692,1039
49,AR,05,075,"Lawrence County, Arkansas",3899,1796,2103
50,AR,05,077,"Lee County, Arkansas",2304,969,1335
51,AR,05,079,"Lincoln County, Arkansas",2257,1003,1254
52,AR,05,081,"Little River County, Arkansas",2402,1074,1328
53,AR,05,083,"Logan County, Arkansas",4158,1995,2163
54,AR,05,085,"Lonoke County, Arkansas",8697,3814,4883
55,AR,05,087,"Madison County, Arkansas",3183,1329,1854
56,AR,05,089,"Marion County, Arkansas",3064,1345,1719
57,AR,05,091,"Miller County, Arkansas",8594,3519,5075
58,AR,05,093,"Mississippi County, Arkansas",11781,4964,6817
59,AR,05,095,"Monroe County, Arkansas",2501,1078,1423
60,AR,05,097,"Montgomery County, Arkansas",1620,728,892
61,AR,05,099,"Nevada County, Arkansas",2424,1176,1248
62,AR,05,101,"Newton County, Arkansas",1637,648,989
63,AR,05,103,"Ouachita County, Arkansas",5948,2211,3737
64,AR,05,105,"Perry County, Arkansas",1624,509,1115
65,AR,05,107,"Phillips County, Arkansas",6882,2991,3891
66,AR,05,109,"Pike County, Arkansas",2199,999,1200
67,AR,05,111,"Poinsett County, Arkansas",5416,2410,3006
68,AR,05,113,"Polk County, Arkansas",4878,2389,2489
69,AR,05,115,"Pope County, Arkansas",11818,5525,6293
70,AR,05,117,"Prairie County, Arkansas",1766,775,991
71,AR,05,119,"Pulaski County, Arkansas",67908,30871,37037
72,AR,05,121,"Randolph County, Arkansas",3651,1897,1754
73,AR,05,123,"St. Francis County, Arkansas",5857,2661,3196
74,AR,05,125,"Saline County, Arkansas",10176,4896,5280
75,AR,05,127,"Scott County, Arkansas",2165,1061,1104
76,AR,05,129,"Searcy County, Arkansas",1855,986,869
77,AR,05,131,"Sebastian County, Arkansas",28975,12570,16405
78,AR,05,133,"Sevier County, Arkansas",3755,1807,1948
79,AR,05,135,"Sharp County, Arkansas",3944,1700,2244
80,AR,05,137,"Stone County, Arkansas",3042,1414,1628
81,AR,05,139,"Union County, Arkansas",8172,3577,4595
82,AR,05,141,"Van Buren County, Arkansas",3574,1438,2136
83,AR,05,143,"Washington County, Arkansas",41846,19505,22341
84,AR,05,145,"White County, Arkansas",14175,6412,7763
85,AR,05,147,"Woodruff County, Arkansas",1612,740,872
86,AR,05,149,"Yell County, Arkansas",4009,1862,2147
12,AZ,04,001,"Apache County, Arizona",25852,12854,12998
13,AZ,04,003,"Cochise County, Arizona",21102,8595,12507
14,AZ,04,005,"Coconino County, Arizona",28824,13662,15162
15,AZ,04,007,"Gila County, Arizona",11839,5365,6474
16,AZ,04,009,"Graham County, Arizona",7446,3377,4069
17,AZ,04,011,"Greenlee County, Arizona",1215,538,677
18,AZ,04,012,"La Paz County, Arizona",3824,1851,1973
19,AZ,04,013,"Maricopa County, Arizona",673527,313707,359820
20,AZ,04,015,"Mohave County, Arizona",38874,18410,20464
21,AZ,04,017,"Navajo County, Arizona",32141,15025,17116
22,AZ,04,019,"Pima County, Arizona",187250,86251,100999
23,AZ,04,021,"Pinal County, Arizona",63201,28120,35081
24,AZ,04,023,"Santa Cruz County, Arizona",10970,5162,5808
25,AZ,04,025,"Yavapai County, Arizona",34117,16249,17868
26,AZ,04,027,"Yuma County, Arizona",40508,18351,22157
12,CA,06,001,"Alameda County, California",194639,87343,107296
13,CA,06,003,"Alpine County, California",195,106,89
14,CA,06,005,"Amador County, California",4191,1886,2305
15,CA,06,007,"Butte County, California",47532,23533,23999
16,CA,06,009,"Calaveras County, California",5590,2433,3157
17,CA,06,011,"Colusa County, California",3171,1590,1581
18,CA,06,013,"Contra Costa County, California",117915,52269,65646
19,CA,06,015,"Del Norte County, California",5207,2385,2822
20,CA,06,017,"El Dorado County, California",18831,9082,9749
21,CA,06,019,"Fresno County, California",252187,117772,134415
22,CA,06,021,"Glenn County, California",5721,2544,3177
23,CA,06,023,"Humboldt County, California",28158,13202,14956
24,CA,06,025,"Imperial County, California",40114,18036,22078
25,CA,06,027,"Inyo County, California",2019,907,1112
26,CA,06,029,"Kern County, California",195744,87585,108159
27,CA,06,031,"Kings County, California",29900,13392,16508
28,CA,06,033,"Lake County, California",15597,7932,7665
29,CA,06,035,"Lassen County, California",3563,1814,1749
30,CA,06,037,"Los Angeles County, California",1800265,823612,976653
31,CA,06,039,"Madera County, California",33968,15721,18247
32,CA,06,041,"Marin County, California",20964,9707,11257
33,CA,06,043,"Mariposa County, California",2651,1264,1387
34,CA,06,045,"Mendocino County, California",17527,8215,9312
35,CA,06,047,"Merced County, California",67417,32269,35148
36,CA,06,049,"Modoc County, California",1673,833,840
37,CA,06,051,"Mono County, California",684,344,340
38,CA,06,053,"Monterey County, California",69475,31992,37483
39,CA,06,055,"Napa County, California",14020,6923,7097
40,CA,06,057,"Nevada County, California",12367,5582,6785
41,CA,06,059,"Orange County, California",395483,182267,213216
42,CA,06,061,"Placer County, California",32427,15480,16947
43,CA,06,063,"Plumas County, California",2687,1168,1519
44,CA,06,065,"Riverside County, California",379985,175705,204280
45,CA,06,067,"Sacramento County, California",262251,122854,139397
46,CA,06,069,"San Benito County, California",6202,2722,3480
47,CA,06,071,"San Bernardino County, California",397766,178898,218868
48,CA,06,073,"San Diego County, California",454876,210952,243924
49,CA,06,075,"San Francisco County, California",109524,52571,56953
50,CA,06,077,"San Joaquin County, California",129390,59724,69666
51,CA,06,079,"San Luis Obispo County, California",38630,18816,19814
52,CA,06,081,"San Mateo County, California",59232,26750,32482
53,CA,06,083,"Santa Barbara County, California",68017,32772,35245
54,CA,06,085,"Santa Clara County, California",175690,81461,94229
55,CA,06,087,"Santa Cruz County, California",39053,17482,21571
56,CA,06,089,"Shasta County, California",31707,14584,17123
57,CA,06,091,"Sierra County, California",438,180,258
58,CA,06,093,"Siskiyou County, California",10026,4814,5212
59,CA,06,095,"Solano County, California",55534,24891,30643
60,CA,06,097,"Sonoma County, California",57179,26643,30536
61,CA,06,099,"Stanislaus County, California",105927,48153,57774
62,CA,06,101,"Sutter County, California",16743,7675,9068
63,CA,06,103,"Tehama County, California",12313,5604,6709
64,CA,06,105,"Trinity County, California",2562,1226,1336
65,CA,06,107,"Tulare County, California",125775,60834,64941
66,CA,06,109,"Tuolumne County, California",7010,3092,3918
67,CA,06,111,"Ventura County, California",91880,42180,49700
68,CA,06,113,"Yolo County, California",39688,18185,21503
69,CA,06,115,"Yuba County, California",15862,7384,8478
12,CO,08,001,"Adams County, Colorado",64241,29134,35107
13,CO,08,003,"Alamosa County, Colorado",4396,1771,2625
14,CO,08,005,"Arapahoe County, Colorado",67679,31140,36539
15,CO,08,007,"Archuleta County, Colorado",1405,661,744
16,CO,08,009,"Baca County, Colorado",736,308,428
17,CO,08,011,"Bent County, Colorado",923,473,450
18,CO,08,013,"Boulder County, Colorado",42167,20822,21345
19,CO,08,014,"Broomfield County, Colorado",3930,1582,2348
20,CO,08,015,"Chaffee County, Colorado",1502,647,855
21,CO,08,017,"Cheyenne County, Colorado",168,78,90
22,CO,08,019,"Clear Creek County, Colorado",748,352,396
23,CO,08,021,"Conejos County, Colorado",1491,735,756
24,CO,08,023,"Costilla County, Colorado",850,354,496
25,CO,08,025,"Crowley County, Colorado",1449,587,862
26,CO,08,027,"Custer County, Colorado",736,385,351
27,CO,08,029,"Delta County, Colorado",4716,2086,2630
28,CO,08,031,"Denver County, Colorado",110299,52215,58084
29,CO,08,033,"Dolores County, Colorado",398,218,180
30,CO,08,035,"Douglas County, Colorado",12110,5653,6457
31,CO,08,037,"Eagle County, Colorado",4780,2769,2011
32,CO,08,039,"Elbert County, Colorado",1649,819,830
33,CO,08,041,"El Paso County, Colorado",75033,33973,41060
34,CO,08,043,"Fremont County, Colorado",6272,2828,3444
35,CO,08,045,"Garfield County, Colorado",6786,3452,3334
36,CO,08,047,"Gilpin County, Colorado",413,188,225
37,CO,08,049,"Grand County, Colorado",1543,733,810
38,CO,08,051,"Gunnison County, Colorado",2509,1163,1346
39,CO,08,053,"Hinsdale County, Colorado",70,34,36
40,CO,08,055,"Huerfano County, Colorado",1171,646,525
41,CO,08,057,"Jackson County, Colorado",155,71,84
42,CO,08,059,"Jefferson County, Colorado",46423,20756,25667
43,CO,08,061,"Kiowa County, Colorado",189,68,121
44,CO,08,063,"Kit Carson County, Colorado",1157,444,713
45,CO,08,065,"Lake County, Colorado",833,373,460
46,CO,08,067,"La Plata County, Colorado",5432,2273,3159
47,CO,08,069,"Larimer County, Colorado",42338,19766,22572
48,CO,08,071,"Las Animas County, Colorado",2055,1039,1016
49,CO,08,073,"Lincoln County, Colorado",624,223,401
50,CO,08,075,"Logan County, Colorado",3529,1745,1784
51,CO,08,077,"Mesa County, Colorado",22545,10438,12107
52,CO,08,079,"Mineral County, Colorado",56,18,38
53,CO,08,081,"Moffat County, Colorado",1462,703,759
54,CO,08,083,"Montezuma County, Colorado",4550,2193,2357
55,CO,08,085,"Montrose County, Colorado",7644,3476,4168
56,CO,08,087,"Morgan County, Colorado",3218,1172,2046
57,CO,08,089,"Otero County, Colorado",4396,2097,2299
58,CO,08,091,"Ouray County, Colorado",355,174,181
59,CO,08,093,"Park County, Colorado",1170,563,607
60,CO,08,095,"Phillips County, Colorado",658,293,365
61,CO,08,097,"Pitkin County, Colorado",1709,663,1046
62,CO,08,099,"Prowers County, Colorado",2264,993,1271
63,CO,08,101,"Pueblo County, Colorado",31017,14201,16816
64,CO,08,103,"Rio Blanco County, Colorado",1113,521,592
65,CO,08,105,"Rio Grande County, Colorado",2198,1070,1128
66,CO,08,107,"Routt County, Colorado",2369,1338,1031
67,CO,08,109,"Saguache County, Colorado",1450,609,841
68,CO,08,111,"San Juan County, Colorado",100,48,52
69,CO,08,113,"San Miguel County, Colorado",854,398,456
70,CO,08,115,"Sedgwick County, Colorado",335,138,197
71,CO,08,117,"Summit County, Colorado",3949,1928,2021
72,CO,08,119,"Teller County, Colorado",1728,826,902
73,CO,08,121,"Washington County, Colorado",466,184,282
74,CO,08,123,"Weld County, Colorado",34007,15469,18538
75,CO,08,125,"Yuma County, Colorado",1451,599,852
11,CT,09,001,"Fairfield County, Connecticut",82743,36089,46654
12,CT,09,003,"Hartford County, Connecticut",104196,46770,57426
13,CT,09,005,"Litchfield County, Connecticut",12893,6253,6640
14,CT,09,007,"Middlesex County, Connecticut",10710,4712,5998
15,CT,09,009,"New Haven County, Connecticut",108533,46592,61941
16,CT,09,011,"New London County, Connecticut",25766,11243,14523
17,CT,09,013,"Tolland County, Connecticut",9511,4404,5107
18,CT,09,015,"Windham County, Connecticut",11999,4937,7062
5,DC,11,001,"District of Columbia, District of Columbia",110365,48069,62296
7,DE,10,001,"Kent County, Delaware",22074,9294,12780
8,DE,10,003,"New Castle County, Delaware",60487,25747,34740
9,DE,10,005,"Sussex County, Delaware",25754,11078,14676
12,FL,12,001,"Alachua County, Florida",58203,27526,30677
13,FL,12,003,"Baker County, Florida",4393,1849,2544
14,FL,12,005,"Bay County, Florida",26235,11556,14679
15,FL,12,007,"Bradford County, Florida",4896,2208,2688
16,FL,12,009,"Brevard County, Florida",76460,35131,41329
17,FL,12,011,"Broward County, Florida",265880,119303,146577
18,FL,12,013,"Calhoun County, Florida",2407,1034,1373
19,FL,12,015,"Charlotte County, Florida",19760,8772,10988
20,FL,12,017,"Citrus County, Florida",23903,10602,13301
21,FL,12,019,"Clay County, Florida",20580,9158,11422
22,FL,12,021,"Collier County, Florida",47436,22674,24762
23,FL,12,023,"Columbia County, Florida",12498,5458,7040
24,FL,12,027,"DeSoto County, Florida",10123,5668,4455
25,FL,12,029,"Dixie County, Florida",3061,1320,1741
26,FL,12,031,"Duval County, Florida",150792,66314,84478
27,FL,12,033,"Escambia County, Florida",45308,20987,24321
28,FL,12,035,"Flagler County, Florida",14814,6979,7835
29,FL,12,037,"Franklin County, Florida",1977,872,1105
30,FL,12,039,"Gadsden County, Florida",11907,5937,5970
31,FL,12,041,"Gilchrist County, Florida",3598,1705,1893
32,FL,12,043,"Glades County, Florida",2408,1150,1258
33,FL,12,045,"Gulf County, Florida",1924,830,1094
34,FL,12,047,"Hamilton County, Florida",3234,1467,1767
35,FL,12,049,"Hardee County, Florida",7029,3262,3767
36,FL,12,051,"Hendry County, Florida",9696,4898,4798
37,FL,12,053,"Hernando County, Florida",27375,12662,14713
38,FL,12,055,"Highlands County, Florida",18863,9056,9807
39,FL,12,057,"Hillsborough County, Florida",217684,98476,119208
40,FL,12,059,"Holmes County, Florida",4903,2374,2529
41,FL,12,061,"Indian River County, Florida",20272,8950,11322
42,FL,12,063,"Jackson County, Florida",9090,4056,5034
43,FL,12,065,"Jefferson County, Florida",1862,741,1121
44,FL,12,067,"Lafayette County, Florida",1425,563,862
45,FL,12,069,"Lake County, Florida",42497,19644,22853
46,FL,12,071,"Lee County, Florida",105166,48604,56562
47,FL,12,073,"Leon County, Florida",60286,28018,32268
48,FL,12,075,"Levy County, Florida",8601,4159,4442
49,FL,12,077,"Liberty County, Florida",1237,711,526
50,FL,12,079,"Madison County, Florida",4269,1989,2280
51,FL,12,081,"Manatee County, Florida",51595,23144,28451
52,FL,12,083,"Marion County, Florida",60207,26829,33378
53,FL,12,085,"Martin County, Florida",17965,8725,9240
54,FL,12,086,"Miami-Dade County, Florida",530006,234079,295927
55,FL,12,087,"Monroe County, Florida",9998,4952,5046
56,FL,12,089,"Nassau County, Florida",9652,4524,5128
57,FL,12,091,"Okaloosa County, Florida",24595,11057,13538
58,FL,12,093,"Okeechobee County, Florida",9965,4747,5218
59,FL,12,095,"Orange County, Florida",212489,96829,115660
60,FL,12,097,"Osceola County, Florida",58146,26746,31400
61,FL,12,099,"Palm Beach County, Florida",197340,88523,108817
62,FL,12,101,"Pasco County, Florida",66144,29154,36990
63,FL,12,103,"Pinellas County, Florida",131643,58929,72714
64,FL,12,105,"Polk County, Florida",111877,50847,61030
65,FL,12,107,"Putnam County, Florida",20397,9041,11356
66,FL,12,109,"St. Johns County, Florida",19706,8625,11081
67,FL,12,111,"St. Lucie County, Florida",52201,24225,27976
68,FL,12,113,"Santa Rosa County, Florida",19063,8482,10581
69,FL,12,115,"Sarasota County, Florida",42386,19475,22911
70,FL,12,117,"Seminole County, Florida",52637,24575,28062
71,FL,12,119,"Sumter County, Florida",10802,4602,6200
72,FL,12,121,"Suwannee County, Florida",10012,4500,5512
73,FL,12,123,"Taylor County, Florida",2720,1226,1494
74,FL,12,125,"Union County, Florida",2002,814,1188
75,FL,12,127,"Volusia County, Florida",85881,39086,46795
76,FL,12,129,"Wakulla County, Florida",4101,1658,2443
77,FL,12,131,"Walton County, Florida",9804,5087,4717
78,FL,12,133,"Washington County, Florida",4723,2407,2316
12,GA,13,001,"Appling County, Georgia",3745,1485,2260
13,GA,13,003,"Atkinson County, Georgia",2370,1068,1302
14,GA,13,005,"Bacon County, Georgia",1919,850,1069
15,GA,13,007,"Baker County, Georgia",752,287,465
16,GA,13,009,"Baldwin County, Georgia",13201,5601,7600
17,GA,13,011,"Banks County, Georgia",3026,1497,1529
18,GA,13,013,"Barrow County, Georgia",10902,5099,5803
19,GA,13,015,"Bartow County, Georgia",15819,6659,9160
20,GA,13,017,"Ben Hill County, Georgia",6024,2511,3513
21,GA,13,019,"Berrien County, Georgia",4923,2088,2835
22,GA,13,021,"Bibb County, Georgia",40611,16798,23813
23,GA,13,023,"Bleckley County, Georgia",2616,1270,1346
24,GA,13,025,"Brantley County, Georgia",3812,1561,2251
25,GA,13,027,"Brooks County, Georgia",4265,1864,2401
26,GA,13,029,"Bryan County, Georgia",4487,1939,2548
27,GA,13,031,"Bulloch County, Georgia",21794,10148,11646
28,GA,13,033,"Burke County, Georgia",7131,3099,4032
29,GA,13,035,"Butts County, Georgia",4329,2023,2306
30,GA,13,037,"Calhoun County, Georgia",1924,891,1033
31,GA,13,039,"Camden County, Georgia",6365,2795,3570
32,GA,13,043,"Candler County, Georgia",3398,1480,1918
33,GA,13,045,"Carroll County, Georgia",22441,9360,13081
34,GA,13,047,"Catoosa County, Georgia",8061,3588,4473
35,GA,13,049,"Charlton County, Georgia",2010,1140,870
36,GA,13,051,"Chatham County, Georgia",50980,21510,29470
37,GA,13,053,"Chattahoochee County, Georgia",960,569,391
38,GA,13,055,"Chattooga County, Georgia",5488,2243,3245
39,GA,13,057,"Cherokee County, Georgia",24273,11323,12950
40,GA,13,059,"Clarke County, Georgia",40559,18801,21758
41,GA,13,061,"Clay County, Georgia",1285,579,706
42,GA,13,063,"Clayton County, Georgia",65787,29093,36694
43,GA,13,065,"Clinch County, Georgia",2339,915,1424
44,GA,13,067,"Cobb County, Georgia",87880,40060,47820
45,GA,13,069,"Coffee County, Georgia",9975,4089,5886
46,GA,13,071,"Colquitt County, Georgia",12086,5622,6464
47,GA,13,073,"Columbia County, Georgia",12517,5247,7270
48,GA,13,075,"Cook County, Georgia",4244,1837,2407
49,GA,13,077,"Coweta County, Georgia",17489,7061,10428
50,GA,13,079,"Crawford County, Georgia",2122,984,1138
51,GA,13,081,"Crisp County, Georgia",7468,3161,4307
52,GA,13,083,"Dade County, Georgia",2300,986,1314
53,GA,13,085,"Dawson County, Georgia",3156,1372,1784
54,GA,13,087,"Decatur County, Georgia",7418,3071,4347
55,GA,13,089,"DeKalb County, Georgia",135469,61067,74402
56,GA,13,091,"Dodge County, Georgia",4279,2065,2214
57,GA,13,093,"Dooly County, Georgia",3673,1729,1944
58,GA,13,095,"Dougherty County, Georgia",27557,11753,15804
59,GA,13,097,"Douglas County, Georgia",22118,9856,12262
60,GA,13,099,"Early County, Georgia",2916,1293,1623
61,GA,13,101,"Echols County, Georgia",1170,436,734
62,GA,13,103,"Effingham County, Georgia",5749,2473,3276
63,GA,13,105,"Elbert County, Georgia",3664,1459,2205
64,GA,13,107,"Emanuel County, Georgia",6700,3151,3549
65,GA,13,109,"Evans County, Georgia",2857,1127,1730
66,GA,13,111,"Fannin County, Georgia",5404,2047,3357
67,GA,13,113,"Fayette County, Georgia",9129,3883,5246
68,GA,13,115,"Floyd County, Georgia",19605,9048,10557
69,GA,13,117,"Forsyth County, Georgia",13547,5932,7615
70,GA,13,119,"Franklin County, Georgia",5122,2253,2869
71,GA,13,121,"Fulton County, Georgia",167391,72577,94814
72,GA,13,123,"Gilmer County, Georgia",6664,3541,3123
73,GA,13,125,"Glascock County, Georgia",483,237,246
74,GA,13,127,"Glynn County, Georgia",14981,6339,8642
75,GA,13,129,"Gordon County, Georgia",11188,5321,5867
76,GA,13,131,"Grady County, Georgia",7648,3529,4119
77,GA,13,133,"Greene County, Georgia",4033,1870,2163
78,GA,13,135,"Gwinnett County, Georgia",117553,54558,62995
79,GA,13,137,"Habersham County, Georgia",7220,3357,3863
80,GA,13,139,"Hall County, Georgia",34120,16393,17727
81,GA,13,141,"Hancock County, Georgia",2113,835,1278
82,GA,13,143,"Haralson County, Georgia",5724,2583,3141
83,GA,13,145,"Harris County, Georgia",2991,1317,1674
84,GA,13,147,"Hart County, Georgia",5403,2421,2982
85,GA,13,149,"Heard County, Georgia",2349,1048,1301
86,GA,13,151,"Henry County, Georgia",27162,11870,15292
87,GA,13,153,"Houston County, Georgia",25111,10623,14488
88,GA,13,155,"Irwin County, Georgia",2300,1081,1219
89,GA,13,157,"Jackson County, Georgia",8314,3770,4544
90,GA,13,159,"Jasper County, Georgia",2785,1269,1516
91,GA,13,161,"Jeff Davis County, Georgia",3309,1383,1926
92,GA,13,163,"Jefferson County, Georgia",4889,2228,2661
93,GA,13,165,"Jenkins County, Georgia",2984,1335,1649
94,GA,13,167,"Johnson County, Georgia",2125,1064,1061
