,State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
51,SC,45,079,"Richland County, South Carolina",62611,26738,35873
52,SC,45,081,"Saluda County, South Carolina",4062,1813,2249
53,SC,45,083,"Spartanburg County, South Carolina",49665,21832,27833
54,SC,45,085,"Sumter County, South Carolina",18943,8146,10797
55,SC,45,087,"Union County, South Carolina",5605,2257,3348
56,SC,45,089,"Williamsburg County, South Carolina",9349,3950,5399
57,SC,45,091,"York County, South Carolina",31814,13652,18162
12,SD,46,003,"Aurora County, South Dakota",223,105,118
13,SD,46,005,"Beadle County, South Dakota",3708,1647,2061
14,SD,46,007,"Bennett County, South Dakota",1361,631,730
15,SD,46,009,"Bon Homme County, South Dakota",576,268,308
16,SD,46,011,"Brookings County, South Dakota",4811,2411,2400
17,SD,46,013,"Brown County, South Dakota",3613,1635,1978
18,SD,46,015,"Brule County, South Dakota",789,351,438
19,SD,46,017,"Buffalo County, South Dakota",711,362,349
20,SD,46,019,"Butte County, South Dakota",1082,514,568
21,SD,46,021,"Campbell County, South Dakota",140,58,82
22,SD,46,023,"Charles Mix County, South Dakota",1970,923,1047
23,SD,46,025,"Clark County, South Dakota",566,285,281
24,SD,46,027,"Clay County, South Dakota",3255,1660,1595
25,SD,46,029,"Codington County, South Dakota",2806,1298,1508
26,SD,46,031,"Corson County, South Dakota",1865,907,958
27,SD,46,033,"Custer County, South Dakota",850,373,477
28,SD,46,035,"Davison County, South Dakota",2379,1314,1065
29,SD,46,037,"Day County, South Dakota",1200,559,641
30,SD,46,039,"Deuel County, South Dakota",330,160,170
31,SD,46,041,"Dewey County, South Dakota",1523,728,795
32,SD,46,043,"Douglas County, South Dakota",246,72,174
33,SD,46,045,"Edmunds County, South Dakota",479,213,266
34,SD,46,047,"Fall River County, South Dakota",1097,543,554
35,SD,46,049,"Faulk County, South Dakota",373,244,129
36,SD,46,051,"Grant County, South Dakota",582,228,354
37,SD,46,053,"Gregory County, South Dakota",769,363,406
38,SD,46,055,"Haakon County, South Dakota",343,181,162
39,SD,46,057,"Hamlin County, South Dakota",424,176,248
40,SD,46,059,"Hand County, South Dakota",271,138,133
41,SD,46,061,"Hanson County, South Dakota",406,245,161
42,SD,46,063,"Harding County, South Dakota",174,85,89
43,SD,46,065,"Hughes County, South Dakota",1663,776,887
44,SD,46,067,"Hutchinson County, South Dakota",926,498,428
45,SD,46,069,"Hyde County, South Dakota",168,74,94
46,SD,46,071,"Jackson County, South Dakota",1059,511,548
47,SD,46,073,"Jerauld County, South Dakota",176,67,109
48,SD,46,075,"Jones County, South Dakota",89,49,40
49,SD,46,077,"Kingsbury County, South Dakota",505,219,286
50,SD,46,079,"Lake County, South Dakota",1732,766,966
51,SD,46,081,"Lawrence County, South Dakota",3115,1219,1896
52,SD,46,083,"Lincoln County, South Dakota",2158,859,1299
53,SD,46,085,"Lyman County, South Dakota",775,360,415
54,SD,46,087,"McCook County, South Dakota",467,218,249
55,SD,46,089,"McPherson County, South Dakota",478,306,172
56,SD,46,091,"Marshall County, South Dakota",701,296,405
57,SD,46,093,"Meade County, South Dakota",2764,1272,1492
58,SD,46,095,"Mellette County, South Dakota",921,437,484
59,SD,46,097,"Miner County, South Dakota",234,119,115
60,SD,46,099,"Minnehaha County, South Dakota",20578,9155,11423
61,SD,46,101,"Moody County, South Dakota",910,441,469
62,SD,46,102,"Oglala Lakota County, South Dakota",7482,3403,4079
63,SD,46,103,"Pennington County, South Dakota",13079,5673,7406
64,SD,46,105,"Perkins County, South Dakota",396,193,203
65,SD,46,107,"Potter County, South Dakota",255,141,114
66,SD,46,109,"Roberts County, South Dakota",2031,969,1062
67,SD,46,111,"Sanborn County, South Dakota",238,121,117
68,SD,46,115,"Spink County, South Dakota",798,340,458
69,SD,46,117,"Stanley County, South Dakota",240,94,146
70,SD,46,119,"Sully County, South Dakota",74,36,38
71,SD,46,121,"Todd County, South Dakota",4471,2116,2355
72,SD,46,123,"Tripp County, South Dakota",1212,535,677
73,SD,46,125,"Turner County, South Dakota",761,305,456
74,SD,46,127,"Union County, South Dakota",783,292,491
75,SD,46,129,"Walworth County, South Dakota",650,241,409
76,SD,46,135,"Yankton County, South Dakota",2993,1298,1695
77,SD,46,137,"Ziebach County, South Dakota",1103,507,596
12,TN,47,001,"Anderson County, Tennessee",13309,5830,7479
13,TN,47,003,"Bedford County, Tennessee",7727,3542,4185
14,TN,47,005,"Benton County, Tennessee",3667,1733,1934
15,TN,47,007,"Bledsoe County, Tennessee",2697,1234,1463
16,TN,47,009,"Blount County, Tennessee",17305,7389,9916
17,TN,47,011,"Bradley County, Tennessee",19357,8597,10760
18,TN,47,013,"Campbell County, Tennessee",9203,4004,5199
19,TN,47,015,"Cannon County, Tennessee",2500,1154,1346
20,TN,47,017,"Carroll County, Tennessee",5713,2656,3057
21,TN,47,019,"Carter County, Tennessee",13021,6094,6927
22,TN,47,021,"Cheatham County, Tennessee",5396,2410,2986
23,TN,47,023,"Chester County, Tennessee",3516,1579,1937
24,TN,47,025,"Claiborne County, Tennessee",6658,2951,3707
25,TN,47,027,"Clay County, Tennessee",1801,820,981
26,TN,47,029,"Cocke County, Tennessee",9111,4022,5089
27,TN,47,031,"Coffee County, Tennessee",9818,4470,5348
28,TN,47,033,"Crockett County, Tennessee",2838,1340,1498
29,TN,47,035,"Cumberland County, Tennessee",9300,4080,5220
30,TN,47,037,"Davidson County, Tennessee",116031,52503,63528
31,TN,47,039,"Decatur County, Tennessee",2470,1098,1372
32,TN,47,041,"DeKalb County, Tennessee",3887,1562,2325
33,TN,47,043,"Dickson County, Tennessee",8116,3460,4656
34,TN,47,045,"Dyer County, Tennessee",6646,2680,3966
35,TN,47,047,"Fayette County, Tennessee",5351,2427,2924
36,TN,47,049,"Fentress County, Tennessee",4577,2281,2296
37,TN,47,051,"Franklin County, Tennessee",6669,2889,3780
38,TN,47,053,"Gibson County, Tennessee",9080,3806,5274
39,TN,47,055,"Giles County, Tennessee",4627,2011,2616
40,TN,47,057,"Grainger County, Tennessee",4647,2091,2556
41,TN,47,059,"Greene County, Tennessee",13647,6146,7501
42,TN,47,061,"Grundy County, Tennessee",3797,1683,2114
43,TN,47,063,"Hamblen County, Tennessee",13193,6285,6908
44,TN,47,065,"Hamilton County, Tennessee",54036,23604,30432
45,TN,47,067,"Hancock County, Tennessee",1793,706,1087
46,TN,47,069,"Hardeman County, Tennessee",5636,2479,3157
47,TN,47,071,"Hardin County, Tennessee",5920,2494,3426
48,TN,47,073,"Hawkins County, Tennessee",10661,4410,6251
49,TN,47,075,"Haywood County, Tennessee",4107,1758,2349
50,TN,47,077,"Henderson County, Tennessee",5925,2512,3413
51,TN,47,079,"Henry County, Tennessee",5862,2421,3441
52,TN,47,081,"Hickman County, Tennessee",4738,2218,2520
53,TN,47,083,"Houston County, Tennessee",1860,949,911
54,TN,47,085,"Humphreys County, Tennessee",2856,1312,1544
55,TN,47,087,"Jackson County, Tennessee",3034,1443,1591
56,TN,47,089,"Jefferson County, Tennessee",8343,3626,4717
57,TN,47,091,"Johnson County, Tennessee",4123,1916,2207
58,TN,47,093,"Knox County, Tennessee",69061,31168,37893
59,TN,47,095,"Lake County, Tennessee",1319,538,781
60,TN,47,097,"Lauderdale County, Tennessee",6532,2877,3655
61,TN,47,099,"Lawrence County, Tennessee",8443,3608,4835
62,TN,47,101,"Lewis County, Tennessee",2292,1189,1103
63,TN,47,103,"Lincoln County, Tennessee",5517,2540,2977
64,TN,47,105,"Loudon County, Tennessee",7185,3503,3682
65,TN,47,107,"McMinn County, Tennessee",10220,4598,5622
66,TN,47,109,"McNairy County, Tennessee",5319,2199,3120
67,TN,47,111,"Macon County, Tennessee",4218,1836,2382
68,TN,47,113,"Madison County, Tennessee",18521,7912,10609
69,TN,47,115,"Marion County, Tennessee",5350,2191,3159
70,TN,47,117,"Marshall County, Tennessee",4986,2160,2826
71,TN,47,119,"Maury County, Tennessee",12667,5701,6966
72,TN,47,121,"Meigs County, Tennessee",2377,906,1471
73,TN,47,123,"Monroe County, Tennessee",8627,4032,4595
74,TN,47,125,"Montgomery County, Tennessee",28750,12557,16193
75,TN,47,127,"Moore County, Tennessee",668,268,400
76,TN,47,129,"Morgan County, Tennessee",4185,2019,2166
77,TN,47,131,"Obion County, Tennessee",6309,2881,3428
78,TN,47,133,"Overton County, Tennessee",4668,2273,2395
79,TN,47,135,"Perry County, Tennessee",1995,865,1130
80,TN,47,137,"Pickett County, Tennessee",808,315,493
81,TN,47,139,"Polk County, Tennessee",3094,1481,1613
82,TN,47,141,"Putnam County, Tennessee",17830,8209,9621
83,TN,47,143,"Rhea County, Tennessee",7664,3510,4154
84,TN,47,145,"Roane County, Tennessee",9620,4479,5141
85,TN,47,147,"Robertson County, Tennessee",8005,3441,4564
86,TN,47,149,"Rutherford County, Tennessee",34475,15822,18653
87,TN,47,151,"Scott County, Tennessee",5903,2663,3240
88,TN,47,153,"Sequatchie County, Tennessee",2335,979,1356
89,TN,47,155,"Sevier County, Tennessee",14128,6136,7992
90,TN,47,157,"Shelby County, Tennessee",196471,87291,109180
91,TN,47,159,"Smith County, Tennessee",3066,1307,1759
92,TN,47,161,"Stewart County, Tennessee",2560,1236,1324
93,TN,47,163,"Sullivan County, Tennessee",26924,12365,14559
94,TN,47,165,"Sumner County, Tennessee",15644,6676,8968
95,TN,47,167,"Tipton County, Tennessee",8292,3516,4776
96,TN,47,169,"Trousdale County, Tennessee",1345,614,731
97,TN,47,171,"Unicoi County, Tennessee",3974,1790,2184
98,TN,47,173,"Union County, Tennessee",4036,1575,2461
99,TN,47,175,"Van Buren County, Tennessee",988,523,465
100,TN,47,177,"Warren County, Tennessee",8329,3964,4365
101,TN,47,179,"Washington County, Tennessee",21842,9588,12254
102,TN,47,181,"Wayne County, Tennessee",3211,1619,1592
103,TN,47,183,"Weakley County, Tennessee",6075,2810,3265
104,TN,47,185,"White County, Tennessee",5011,2341,2670
105,TN,47,187,"Williamson County, Tennessee",10054,4225,5829
106,TN,47,189,"Wilson County, Tennessee",12132,4886,7246
12,TX,48,001,"Anderson County, Texas",8274,3779,4495
13,TX,48,003,"Andrews County, Texas",2032,832,1200
14,TX,48,005,"Angelina County, Texas",16497,7061,9436
15,TX,48,007,"Aransas County, Texas",4509,2097,2412
16,TX,48,009,"Archer County, Texas",862,352,510
17,TX,48,011,"Armstrong County, Texas",130,49,81
18,TX,48,013,"Atascosa County, Texas",7619,3141,4478
19,TX,48,015,"Austin County, Texas",3289,1377,1912
20,TX,48,017,"Bailey County, Texas",1319,500,819
21,TX,48,019,"Bandera County, Texas",2662,1322,1340
22,TX,48,021,"Bastrop County, Texas",10664,4867,5797
23,TX,48,023,"Baylor County, Texas",423,143,280
24,TX,48,025,"Bee County, Texas",5274,2344,2930
25,TX,48,027,"Bell County, Texas",48543,21926,26617
26,TX,48,029,"Bexar County, Texas",312088,140680,171408
27,TX,48,031,"Blanco County, Texas",954,451,503
28,TX,48,033,"Borden County, Texas",10,5,5
29,TX,48,035,"Bosque County, Texas",2549,1144,1405
30,TX,48,037,"Bowie County, Texas",16693,7537,9156
31,TX,48,039,"Brazoria County, Texas",35762,16016,19746
32,TX,48,041,"Brazos County, Texas",53207,25213,27994
33,TX,48,043,"Brewster County, Texas",1238,508,730
34,TX,48,045,"Briscoe County, Texas",307,156,151
35,TX,48,047,"Brooks County, Texas",2726,1476,1250
36,TX,48,049,"Brown County, Texas",6581,2868,3713
37,TX,48,051,"Burleson County, Texas",2761,1259,1502
38,TX,48,053,"Burnet County, Texas",6989,3317,3672
39,TX,48,055,"Caldwell County, Texas",7169,3540,3629
40,TX,48,057,"Calhoun County, Texas",4136,1987,2149
41,TX,48,059,"Callahan County, Texas",2548,1107,1441
42,TX,48,061,"Cameron County, Texas",139768,63753,76015
43,TX,48,063,"Camp County, Texas",2454,1046,1408
44,TX,48,065,"Carson County, Texas",435,202,233
45,TX,48,067,"Cass County, Texas",5915,2548,3367
46,TX,48,069,"Castro County, Texas",1339,672,667
47,TX,48,071,"Chambers County, Texas",3921,1677,2244
48,TX,48,073,"Cherokee County, Texas",10688,4875,5813
49,TX,48,075,"Childress County, Texas",1177,573,604
50,TX,48,077,"Clay County, Texas",1246,620,626
51,TX,48,079,"Cochran County, Texas",591,267,324
52,TX,48,081,"Coke County, Texas",361,152,209
53,TX,48,083,"Coleman County, Texas",1924,720,1204
54,TX,48,085,"Collin County, Texas",64824,30107,34717
55,TX,48,087,"Collingsworth County, Texas",675,229,446
56,TX,48,089,"Colorado County, Texas",3081,1430,1651
57,TX,48,091,"Comal County, Texas",10423,4122,6301
58,TX,48,093,"Comanche County, Texas",3107,1420,1687
59,TX,48,095,"Concho County, Texas",298,81,217
60,TX,48,097,"Cooke County, Texas",5292,2322,2970
61,TX,48,099,"Coryell County, Texas",8631,3528,5103
62,TX,48,101,"Cottle County, Texas",340,167,173
63,TX,48,103,"Crane County, Texas",606,236,370
64,TX,48,105,"Crockett County, Texas",635,239,396
65,TX,48,107,"Crosby County, Texas",1358,544,814
66,TX,48,109,"Culberson County, Texas",677,307,370
67,TX,48,111,"Dallam County, Texas",1183,511,672
68,TX,48,113,"Dallas County, Texas",472926,211723,261203
69,TX,48,115,"Dawson County, Texas",1924,729,1195
70,TX,48,117,"Deaf Smith County, Texas",3955,1687,2268
71,TX,48,119,"Delta County, Texas",1177,554,623
72,TX,48,121,"Denton County, Texas",63220,27578,35642
73,TX,48,123,"DeWitt County, Texas",2817,1289,1528
74,TX,48,125,"Dickens County, Texas",417,192,225
75,TX,48,127,"Dimmit County, Texas",2003,721,1282
76,TX,48,129,"Donley County, Texas",585,247,338
77,TX,48,131,"Duval County, Texas",2617,1093,1524
78,TX,48,133,"Eastland County, Texas",3162,1312,1850
79,TX,48,135,"Ector County, Texas",19162,7745,11417
80,TX,48,137,"Edwards County, Texas",205,105,100
81,TX,48,139,"Ellis County, Texas",18755,8310,10445
82,TX,48,141,"El Paso County, Texas",185728,81700,104028
83,TX,48,143,"Erath County, Texas",9340,3732,5608
84,TX,48,145,"Falls County, Texas",3417,1589,1828
85,TX,48,147,"Fannin County, Texas",5305,2544,2761
86,TX,48,149,"Fayette County, Texas",3021,1282,1739
87,TX,48,151,"Fisher County, Texas",666,252,414
88,TX,48,153,"Floyd County, Texas",1375,613,762
89,TX,48,155,"Foard County, Texas",114,52,62
90,TX,48,157,"Fort Bend County, Texas",53761,23618,30143
91,TX,48,159,"Franklin County, Texas",1726,878,848
92,TX,48,161,"Freestone County, Texas",2683,1178,1505
93,TX,48,163,"Frio County, Texas",3321,1607,1714
94,TX,48,165,"Gaines County, Texas",2177,1018,1159
95,TX,48,167,"Galveston County, Texas",41985,18622,23363
96,TX,48,169,"Garza County, Texas",432,204,228
97,TX,48,171,"Gillespie County, Texas",2791,1403,1388
98,TX,48,173,"Glasscock County, Texas",40,20,20
99,TX,48,175,"Goliad County, Texas",1358,685,673
100,TX,48,177,"Gonzales County, Texas",4009,1702,2307
101,TX,48,179,"Gray County, Texas",2824,1266,1558
102,TX,48,181,"Grayson County, Texas",19420,8783,10637
103,TX,48,183,"Gregg County, Texas",21769,9209,12560
104,TX,48,185,"Grimes County, Texas",4701,2278,2423
105,TX,48,187,"Guadalupe County, Texas",13924,5939,7985
106,TX,48,189,"Hale County, Texas",7548,3137,4411
107,TX,48,191,"Hall County, Texas",844,417,427
108,TX,48,193,"Hamilton County, Texas",1159,545,614
109,TX,48,195,"Hansford County, Texas",939,455,484
110,TX,48,197,"Hardeman County, Texas",585,284,301
111,TX,48,199,"Hardin County, Texas",6684,2682,4002
112,TX,48,201,"Harris County, Texas",774568,348592,425976
113,TX,48,203,"Harrison County, Texas",11151,5009,6142
114,TX,48,205,"Hartley County, Texas",295,123,172
115,TX,48,207,"Haskell County, Texas",1030,467,563
116,TX,48,209,"Hays County, Texas",28783,12839,15944
117,TX,48,211,"Hemphill County, Texas",502,266,236
118,TX,48,213,"Henderson County, Texas",14572,6271,8301
119,TX,48,215,"Hidalgo County, Texas",277104,126943,150161
120,TX,48,217,"Hill County, Texas",7049,3091,3958
121,TX,48,219,"Hockley County, Texas",3297,1407,1890
122,TX,48,221,"Hood County, Texas",6161,2476,3685
123,TX,48,223,"Hopkins County, Texas",6972,2980,3992
124,TX,48,225,"Houston County, Texas",4918,1850,3068
125,TX,48,227,"Howard County, Texas",4787,1873,2914
126,TX,48,229,"Hudspeth County, Texas",1192,491,701
127,TX,48,231,"Hunt County, Texas",16112,7513,8599
128,TX,48,233,"Hutchinson County, Texas",3493,1394,2099
129,TX,48,235,"Irion County, Texas",191,84,107
130,TX,48,237,"Jack County, Texas",1324,576,748
131,TX,48,239,"Jackson County, Texas",1765,582,1183
132,TX,48,241,"Jasper County, Texas",5912,2342,3570
133,TX,48,243,"Jeff Davis County, Texas",123,60,63
134,TX,48,245,"Jefferson County, Texas",47095,19637,27458
135,TX,48,247,"Jim Hogg County, Texas",915,479,436
136,TX,48,249,"Jim Wells County, Texas",9128,4274,4854
137,TX,48,251,"Johnson County, Texas",18392,7958,10434
138,TX,48,253,"Jones County, Texas",2285,894,1391
139,TX,48,255,"Karnes County, Texas",3079,1427,1652
140,TX,48,257,"Kaufman County, Texas",15016,6368,8648
141,TX,48,259,"Kendall County, Texas",2862,1312,1550
142,TX,48,261,"Kenedy County, Texas",151,67,84
143,TX,48,263,"Kent County, Texas",74,31,43
144,TX,48,265,"Kerr County, Texas",7718,3243,4475
145,TX,48,267,"Kimble County, Texas",912,401,511
146,TX,48,269,"King County, Texas",19,10,9
147,TX,48,271,"Kinney County, Texas",572,280,292
148,TX,48,273,"Kleberg County, Texas",7849,3836,4013
149,TX,48,275,"Knox County, Texas",605,223,382
150,TX,48,277,"Lamar County, Texas",9076,3850,5226
151,TX,48,279,"Lamb County, Texas",3173,1511,1662
152,TX,48,281,"Lampasas County, Texas",2923,1347,1576
153,TX,48,283,"La Salle County, Texas",972,456,516
154,TX,48,285,"Lavaca County, Texas",1765,684,1081
155,TX,48,287,"Lee County, Texas",2374,1078,1296
156,TX,48,289,"Leon County, Texas",2322,990,1332
157,TX,48,291,"Liberty County, Texas",12548,5484,7064
158,TX,48,293,"Limestone County, Texas",5189,2600,2589
159,TX,48,295,"Lipscomb County, Texas",317,120,197
160,TX,48,297,"Live Oak County, Texas",1567,738,829
161,TX,48,299,"Llano County, Texas",2841,1108,1733
162,TX,48,301,"Loving County, Texas",33,24,9
163,TX,48,303,"Lubbock County, Texas",54155,24959,29196
164,TX,48,305,"Lynn County, Texas",1106,451,655
165,TX,48,307,"McCulloch County, Texas",1522,645,877
166,TX,48,309,"McLennan County, Texas",49881,22723,27158
167,TX,48,311,"McMullen County, Texas",92,45,47
168,TX,48,313,"Madison County, Texas",1938,925,1013
169,TX,48,315,"Marion County, Texas",2264,742,1522
170,TX,48,317,"Martin County, Texas",692,335,357
171,TX,48,319,"Mason County, Texas",577,284,293
172,TX,48,321,"Matagorda County, Texas",7833,3539,4294
173,TX,48,323,"Maverick County, Texas",14872,6275,8597
174,TX,48,325,"Medina County, Texas",6656,2989,3667
175,TX,48,327,"Menard County, Texas",317,114,203
176,TX,48,329,"Midland County, Texas",13238,5140,8098
177,TX,48,331,"Milam County, Texas",4159,1650,2509
178,TX,48,333,"Mills County, Texas",688,223,465
179,TX,48,335,"Mitchell County, Texas",766,274,492
180,TX,48,337,"Montague County, Texas",2878,1274,1604
181,TX,48,339,"Montgomery County, Texas",59856,27146,32710
182,TX,48,341,"Moore County, Texas",4421,2081,2340
183,TX,48,343,"Morris County, Texas",2346,1000,1346
184,TX,48,345,"Motley County, Texas",181,89,92
185,TX,48,347,"Nacogdoches County, Texas",14752,6761,7991
186,TX,48,349,"Navarro County, Texas",9794,4323,5471
187,TX,48,351,"Newton County, Texas",1798,877,921
188,TX,48,353,"Nolan County, Texas",3108,1410,1698
189,TX,48,355,"Nueces County, Texas",61965,27065,34900
190,TX,48,357,"Ochiltree County, Texas",1447,605,842
191,TX,48,359,"Oldham County, Texas",214,72,142
192,TX,48,361,"Orange County, Texas",12691,5723,6968
193,TX,48,363,"Palo Pinto County, Texas",5425,2473,2952
194,TX,48,365,"Panola County, Texas",3509,1196,2313
195,TX,48,367,"Parker County, Texas",11785,4602,7183
196,TX,48,369,"Parmer County, Texas",1696,751,945
197,TX,48,371,"Pecos County, Texas",1643,728,915
198,TX,48,373,"Polk County, Texas",7279,3252,4027
199,TX,48,375,"Potter County, Texas",25466,10956,14510
200,TX,48,377,"Presidio County, Texas",1586,643,943
201,TX,48,379,"Rains County, Texas",1206,514,692
202,TX,48,381,"Randall County, Texas",13076,5425,7651
203,TX,48,383,"Reagan County, Texas",552,277,275
204,TX,48,385,"Real County, Texas",541,242,299
205,TX,48,387,"Red River County, Texas",2321,1053,1268
206,TX,48,389,"Reeves County, Texas",1895,825,1070
207,TX,48,391,"Refugio County, Texas",1203,573,630
208,TX,48,393,"Roberts County, Texas",14,9,5
209,TX,48,395,"Robertson County, Texas",2841,1286,1555
210,TX,48,397,"Rockwall County, Texas",5310,2397,2913
211,TX,48,399,"Runnels County, Texas",2071,964,1107
212,TX,48,401,"Rusk County, Texas",8510,3598,4912
213,TX,48,403,"Sabine County, Texas",2840,1363,1477
214,TX,48,405,"San Augustine County, Texas",2105,978,1127
215,TX,48,407,"San Jacinto County, Texas",5419,2160,3259
216,TX,48,409,"San Patricio County, Texas",9949,4153,5796
217,TX,48,411,"San Saba County, Texas",792,416,376
218,TX,48,413,"Schleicher County, Texas",630,214,416
219,TX,48,415,"Scurry County, Texas",1527,555,972
220,TX,48,417,"Shackelford County, Texas",635,340,295
221,TX,48,419,"Shelby County, Texas",5553,2706,2847
222,TX,48,421,"Sherman County, Texas",376,117,259
223,TX,48,423,"Smith County, Texas",37048,16944,20104
224,TX,48,425,"Somervell County, Texas",1158,406,752
225,TX,48,427,"Starr County, Texas",22663,9955,12708
226,TX,48,429,"Stephens County, Texas",1751,749,1002
227,TX,48,431,"Sterling County, Texas",208,100,108
228,TX,48,433,"Stonewall County, Texas",264,155,109
229,TX,48,435,"Sutton County, Texas",328,151,177
230,TX,48,437,"Swisher County, Texas",1595,708,887
231,TX,48,439,"Tarrant County, Texas",283264,129036,154228
232,TX,48,441,"Taylor County, Texas",22395,9712,12683
233,TX,48,443,"Terrell County, Texas",186,58,128
234,TX,48,445,"Terry County, Texas",1756,726,1030
235,TX,48,447,"Throckmorton County, Texas",199,81,118
236,TX,48,449,"Titus County, Texas",6848,3136,3712
237,TX,48,451,"Tom Green County, Texas",16202,7037,9165
238,TX,48,453,"Travis County, Texas",180220,84267,95953
239,TX,48,455,"Trinity County, Texas",2381,1166,1215
240,TX,48,457,"Tyler County, Texas",3159,1489,1670
241,TX,48,459,"Upshur County, Texas",5322,2251,3071
242,TX,48,461,"Upton County, Texas",657,278,379
243,TX,48,463,"Uvalde County, Texas",5248,2307,2941
244,TX,48,465,"Val Verde County, Texas",9738,4303,5435
245,TX,48,467,"Van Zandt County, Texas",8787,3991,4796
246,TX,48,469,"Victoria County, Texas",14531,6219,8312
247,TX,48,471,"Walker County, Texas",12642,5139,7503
248,TX,48,473,"Waller County, Texas",7505,3529,3976
249,TX,48,475,"Ward County, Texas",1831,905,926
250,TX,48,477,"Washington County, Texas",4325,1895,2430
251,TX,48,479,"Webb County, Texas",82307,36856,45451
252,TX,48,481,"Wharton County, Texas",7178,3232,3946
253,TX,48,483,"Wheeler County, Texas",862,419,443
254,TX,48,485,"Wichita County, Texas",20712,8817,11895
255,TX,48,487,"Wilbarger County, Texas",2275,1155,1120
256,TX,48,489,"Willacy County, Texas",7604,3426,4178
257,TX,48,491,"Williamson County, Texas",35014,15936,19078
258,TX,48,493,"Wilson County, Texas",4783,2127,2656
259,TX,48,495,"Winkler County, Texas",1040,370,670
260,TX,48,497,"Wise County, Texas",7015,2646,4369
261,TX,48,499,"Wood County, Texas",6073,2621,3452
262,TX,48,501,"Yoakum County, Texas",979,308,671
263,TX,48,503,"Young County, Texas",2751,1308,1443
264,TX,48,505,"Zapata County, Texas",5334,2552,2782
265,TX,48,507,"Zavala County, Texas",3943,1409,2534
12,UT,49,001,"Beaver County, Utah",797,374,423
13,UT,49,003,"Box Elder County, Utah",4779,2317,2462
14,UT,49,005,"Cache County, Utah",17713,8262,9451
15,UT,49,007,"Carbon County, Utah",3113,1350,1763
16,UT,49,009,"Daggett County, Utah",47,11,36
17,UT,49,011,"Davis County, Utah",24718,10960,13758
18,UT,49,013,"Duchesne County, Utah",2019,821,1198
19,UT,49,015,"Emery County, Utah",1188,482,706
20,UT,49,017,"Garfield County, Utah",873,358,515
21,UT,49,019,"Grand County, Utah",1740,877,863
22,UT,49,021,"Iron County, Utah",9727,4998,4729
23,UT,49,023,"Juab County, Utah",1464,746,718
24,UT,49,025,"Kane County, Utah",562,233,329
25,UT,49,027,"Millard County, Utah",1602,713,889
26,UT,49,029,"Morgan County, Utah",557,262,295
27,UT,49,031,"Piute County, Utah",376,190,186
28,UT,49,033,"Rich County, Utah",333,115,218
29,UT,49,035,"Salt Lake County, Utah",131630,61427,70203
30,UT,49,037,"San Juan County, Utah",4149,1972,2177
31,UT,49,039,"Sanpete County, Utah",4043,1618,2425
32,UT,49,041,"Sevier County, Utah",2973,1222,1751
33,UT,49,043,"Summit County, Utah",3001,1546,1455
34,UT,49,045,"Tooele County, Utah",4339,1877,2462
35,UT,49,047,"Uintah County, Utah",3261,1530,1731
36,UT,49,049,"Utah County, Utah",71110,33388,37722
37,UT,49,051,"Wasatch County, Utah",2633,1199,1434
38,UT,49,053,"Washington County, Utah",21893,10244,11649
39,UT,49,055,"Wayne County, Utah",414,214,200
40,UT,49,057,"Weber County, Utah",30547,14446,16101
12,VA,51,001,"Accomack County, Virginia",6384,2475,3909
13,VA,51,003,"Albemarle County, Virginia",9714,4431,5283
14,VA,51,005,"Alleghany County, Virginia",2682,1184,1498
15,VA,51,007,"Amelia County, Virginia",1471,792,679
16,VA,51,009,"Amherst County, Virginia",4086,2099,1987
17,VA,51,011,"Appomattox County, Virginia",2668,1172,1496
18,VA,51,013,"Arlington County, Virginia",19996,9134,10862
19,VA,51,015,"Augusta County, Virginia",6694,2535,4159
20,VA,51,017,"Bath County, Virginia",347,185,162
21,VA,51,019,"Bedford County, Virginia",7372,3436,3936
22,VA,51,021,"Bland County, Virginia",621,287,334
23,VA,51,023,"Botetourt County, Virginia",2701,1248,1453
24,VA,51,025,"Brunswick County, Virginia",3298,1396,1902
25,VA,51,027,"Buchanan County, Virginia",5841,2717,3124
26,VA,51,029,"Buckingham County, Virginia",2867,1283,1584
27,VA,51,031,"Campbell County, Virginia",7309,3096,4213
28,VA,51,033,"Caroline County, Virginia",3601,1521,2080
29,VA,51,035,"Carroll County, Virginia",5017,2237,2780
30,VA,51,036,"Charles City County, Virginia",933,379,554
31,VA,51,037,"Charlotte County, Virginia",2589,1050,1539
32,VA,51,041,"Chesterfield County, Virginia",24002,10156,13846
33,VA,51,043,"Clarke County, Virginia",1556,734,822
34,VA,51,045,"Craig County, Virginia",611,218,393
35,VA,51,047,"Culpeper County, Virginia",4320,1806,2514
36,VA,51,049,"Cumberland County, Virginia",1996,1065,931
37,VA,51,051,"Dickenson County, Virginia",3225,1513,1712
38,VA,51,053,"Dinwiddie County, Virginia",4061,1686,2375
39,VA,51,057,"Essex County, Virginia",1533,584,949
40,VA,51,059,"Fairfax County, Virginia",66762,29498,37264
41,VA,51,061,"Fauquier County, Virginia",3762,1662,2100
42,VA,51,063,"Floyd County, Virginia",1551,803,748
43,VA,51,065,"Fluvanna County, Virginia",1618,666,952
44,VA,51,067,"Franklin County, Virginia",8123,3695,4428
45,VA,51,069,"Frederick County, Virginia",5247,2162,3085
