,State,StateFIPS,CountyFIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic
70,LA,22,117,30705.0,35372.0,20771.0,,,
71,LA,22,119,33681.0,43822.0,19949.0,38125.0,68603.0,26103.0
72,LA,22,121,53703.0,66266.0,31859.0,,65833.0,37422.0
73,LA,22,123,31926.0,37430.0,19888.0,,,30938.0
74,LA,22,125,56685.0,85140.0,22232.0,,,
75,LA,22,127,31087.0,40856.0,16917.0,,,
12,MA,25,001,63251.0,64278.0,46864.0,35125.0,47115.0,60436.0
13,MA,25,003,49956.0,50671.0,29258.0,21000.0,65063.0,45777.0
14,MA,25,005,56842.0,59762.0,42267.0,28030.0,77000.0,28369.0
15,MA,25,007,64222.0,67545.0,40625.0,,65417.0,
16,MA,25,009,69068.0,74466.0,46226.0,40160.0,85049.0,37182.0
17,MA,25,011,55221.0,55818.0,36250.0,,44219.0,32333.0
18,MA,25,013,50461.0,56124.0,37149.0,17045.0,50595.0,22847.0
19,MA,25,015,61368.0,62172.0,29178.0,,54318.0,47026.0
20,MA,25,017,85118.0,87980.0,47720.0,59211.0,97198.0,49832.0
21,MA,25,019,84057.0,88223.0,54745.0,,,88480.0
22,MA,25,021,88262.0,90667.0,63775.0,57500.0,89513.0,74641.0
23,MA,25,023,75459.0,80187.0,43643.0,91528.0,82303.0,54528.0
24,MA,25,025,55044.0,68686.0,38856.0,23804.0,40287.0,36030.0
25,MA,25,027,65313.0,67708.0,43082.0,37309.0,81478.0,32751.0
12,MD,24,001,40551.0,41115.0,19054.0,2499.0,,28571.0
13,MD,24,003,89860.0,94882.0,74802.0,39755.0,100983.0,67667.0
14,MD,24,005,67095.0,71270.0,58471.0,53173.0,77066.0,54937.0
15,MD,24,009,95828.0,101893.0,63879.0,,103421.0,91333.0
16,MD,24,011,52465.0,55892.0,30530.0,30476.0,46667.0,36500.0
17,MD,24,013,85385.0,85355.0,77527.0,,110750.0,68867.0
18,MD,24,015,66396.0,68674.0,46724.0,,53409.0,49919.0
19,MD,24,017,90607.0,94431.0,84260.0,67750.0,116250.0,95779.0
20,MD,24,019,47093.0,58862.0,28212.0,,75625.0,46490.0
21,MD,24,021,83700.0,87069.0,64241.0,72361.0,74717.0,66260.0
22,MD,24,023,45432.0,45404.0,,111250.0,65458.0,70972.0
23,MD,24,025,80465.0,82674.0,61374.0,,82201.0,72233.0
24,MD,24,027,110238.0,120146.0,86509.0,76435.0,114874.0,76619.0
25,MD,24,029,58147.0,61438.0,25233.0,,53550.0,57889.0
26,MD,24,031,99435.0,114879.0,68759.0,63463.0,103872.0,67759.0
27,MD,24,033,74260.0,77972.0,75021.0,59566.0,78504.0,60333.0
28,MD,24,035,85963.0,89912.0,42852.0,,,82625.0
29,MD,24,037,86987.0,92783.0,47808.0,99167.0,98570.0,66250.0
30,MD,24,039,35154.0,40613.0,29381.0,,37250.0,26594.0
31,MD,24,041,58228.0,65670.0,31063.0,,53953.0,36165.0
32,MD,24,043,56228.0,57810.0,37613.0,35625.0,70278.0,46176.0
33,MD,24,045,52278.0,56508.0,39019.0,50729.0,57131.0,39439.0
34,MD,24,047,56773.0,60281.0,31871.0,79135.0,58500.0,53902.0
35,MD,24,510,42241.0,63126.0,33702.0,22757.0,51064.0,44509.0
12,ME,23,001,47537.0,48401.0,20481.0,,73295.0,33000.0
13,ME,23,003,36923.0,37289.0,24500.0,18009.0,86667.0,30167.0
14,ME,23,005,60051.0,61525.0,20200.0,32167.0,50693.0,41569.0
15,ME,23,007,42811.0,42892.0,,40673.0,,142344.0
16,ME,23,009,47030.0,47369.0,31734.0,40464.0,63194.0,45833.0
17,ME,23,011,46917.0,47161.0,,41487.0,42181.0,36250.0
18,ME,23,013,50693.0,50912.0,,68611.0,34732.0,35486.0
19,ME,23,015,50462.0,50394.0,,,85313.0,57414.0
20,ME,23,017,40630.0,40630.0,,,31548.0,
21,ME,23,019,44271.0,44456.0,30938.0,23646.0,74091.0,51875.0
22,ME,23,021,37495.0,37763.0,,90417.0,,35875.0
23,ME,23,023,53298.0,53997.0,,,,25781.0
24,ME,23,025,40066.0,39949.0,,23750.0,,37670.0
25,ME,23,027,44082.0,44448.0,,19583.0,45000.0,26750.0
26,ME,23,029,38083.0,38816.0,72875.0,26413.0,,50862.0
27,ME,23,031,57919.0,58141.0,54063.0,27150.0,47110.0,50390.0
12,MI,26,001,38033.0,38313.0,,59219.0,,
13,MI,26,003,39300.0,38853.0,,36042.0,,
14,MI,26,005,54264.0,54439.0,42047.0,49750.0,64063.0,41733.0
15,MI,26,007,38829.0,38966.0,29375.0,26944.0,,
16,MI,26,009,46845.0,47290.0,,62750.0,36042.0,40294.0
17,MI,26,011,38307.0,38308.0,,,,45000.0
18,MI,26,013,39803.0,40481.0,,30125.0,34167.0,
19,MI,26,015,55064.0,55248.0,,27500.0,165982.0,40746.0
20,MI,26,017,45583.0,46205.0,28316.0,48409.0,99444.0,33507.0
21,MI,26,019,47388.0,47885.0,,31000.0,,25350.0
22,MI,26,021,44993.0,50681.0,20854.0,52344.0,65313.0,36541.0
23,MI,26,023,44373.0,44359.0,,,55208.0,24904.0
24,MI,26,025,42520.0,45354.0,25172.0,47266.0,46690.0,35309.0
25,MI,26,027,46570.0,48467.0,31850.0,48221.0,,31605.0
26,MI,26,029,46554.0,46730.0,,40938.0,67917.0,45000.0
27,MI,26,031,40219.0,40860.0,65000.0,34583.0,,25909.0
28,MI,26,033,41993.0,43546.0,,39107.0,30982.0,49375.0
29,MI,26,035,33015.0,33138.0,,,89107.0,25750.0
30,MI,26,037,60909.0,61597.0,33585.0,,50521.0,43295.0
31,MI,26,039,41743.0,42022.0,,,10750.0,
32,MI,26,041,42031.0,42837.0,,27411.0,21078.0,19375.0
33,MI,26,043,43779.0,44013.0,,,,75833.0
34,MI,26,045,54993.0,56680.0,37141.0,59250.0,62375.0,50667.0
35,MI,26,047,51018.0,51499.0,,39395.0,79375.0,30721.0
36,MI,26,049,42327.0,47601.0,25521.0,38615.0,89286.0,42454.0
37,MI,26,051,38021.0,38022.0,,18917.0,,43523.0
38,MI,26,053,35686.0,35766.0,,31250.0,,
39,MI,26,055,52950.0,53391.0,,49423.0,37500.0,51250.0
40,MI,26,057,41912.0,42343.0,,15500.0,,30365.0
41,MI,26,059,41961.0,42168.0,,35625.0,42917.0,44000.0
42,MI,26,061,37776.0,39009.0,,30625.0,18139.0,36131.0
43,MI,26,063,42161.0,42172.0,,14028.0,96389.0,31818.0
44,MI,26,065,45679.0,49595.0,31482.0,41042.0,42423.0,35847.0
45,MI,26,067,49124.0,49259.0,83275.0,73472.0,,39000.0
46,MI,26,069,37317.0,37486.0,,,,42969.0
47,MI,26,071,33663.0,33797.0,,30417.0,46875.0,32813.0
48,MI,26,073,39377.0,39794.0,24653.0,56520.0,21724.0,33875.0
49,MI,26,075,46326.0,48717.0,20446.0,40500.0,86786.0,44665.0
50,MI,26,077,47476.0,51598.0,25584.0,,42484.0,38564.0
51,MI,26,079,40534.0,40853.0,,25833.0,,
52,MI,26,081,53063.0,56981.0,26620.0,33553.0,59680.0,36094.0
53,MI,26,083,37813.0,38320.0,,,,
54,MI,26,085,30439.0,32391.0,13616.0,,,
55,MI,26,087,52996.0,53023.0,8947.0,,,38975.0
56,MI,26,089,56189.0,57190.0,,28583.0,,44412.0
57,MI,26,091,48043.0,48743.0,32452.0,,38750.0,31194.0
58,MI,26,093,75204.0,75159.0,59350.0,72885.0,100139.0,79917.0
59,MI,26,095,37088.0,38668.0,,35089.0,,27857.0
60,MI,26,097,38434.0,40656.0,,31429.0,33214.0,44286.0
61,MI,26,099,54582.0,56997.0,34265.0,38107.0,66980.0,48125.0
62,MI,26,101,41395.0,41518.0,,38548.0,41477.0,42917.0
63,MI,26,103,45409.0,45724.0,,22188.0,54509.0,15750.0
64,MI,26,105,42024.0,42543.0,31625.0,30833.0,,31650.0
65,MI,26,107,41889.0,42455.0,,53917.0,,23162.0
66,MI,26,109,40373.0,40683.0,,28854.0,88571.0,
67,MI,26,111,54059.0,53806.0,35774.0,40640.0,104031.0,44655.0
68,MI,26,113,41098.0,41140.0,47083.0,35833.0,76827.0,48542.0
69,MI,26,115,55653.0,56047.0,38200.0,34792.0,75833.0,41131.0
70,MI,26,117,41584.0,41740.0,29750.0,11786.0,115756.0,30250.0
71,MI,26,119,36250.0,36132.0,,,,38750.0
72,MI,26,121,42829.0,46702.0,21751.0,44643.0,,33954.0
73,MI,26,123,43693.0,44129.0,31705.0,50329.0,31250.0,34009.0
74,MI,26,125,67465.0,70729.0,46821.0,42222.0,101426.0,49646.0
75,MI,26,127,41617.0,41925.0,,40938.0,,32094.0
76,MI,26,129,36063.0,35885.0,36250.0,57639.0,160729.0,38077.0
77,MI,26,131,34459.0,34587.0,,25000.0,,51875.0
78,MI,26,133,38999.0,39103.0,21406.0,33125.0,,30833.0
79,MI,26,135,33021.0,33417.0,,14375.0,,37143.0
80,MI,26,137,48917.0,49180.0,,,,51133.0
81,MI,26,139,58989.0,60547.0,27889.0,33942.0,54567.0,45592.0
82,MI,26,141,41213.0,41351.0,,,90833.0,36563.0
83,MI,26,143,35133.0,35201.0,,38042.0,,26771.0
84,MI,26,145,43042.0,48007.0,24158.0,46719.0,63417.0,36160.0
85,MI,26,147,49730.0,50565.0,22699.0,50625.0,54013.0,46766.0
86,MI,26,149,44449.0,45116.0,24271.0,38929.0,,31086.0
87,MI,26,151,41100.0,41219.0,76250.0,20227.0,,40125.0
88,MI,26,153,34118.0,34833.0,,31125.0,29306.0,
89,MI,26,155,48233.0,48337.0,,27750.0,,36667.0
90,MI,26,157,43768.0,43816.0,24688.0,50000.0,90556.0,38750.0
91,MI,26,159,46008.0,48232.0,19101.0,29375.0,,36218.0
92,MI,26,161,61003.0,66530.0,35301.0,58083.0,61688.0,43274.0
93,MI,26,163,41210.0,54162.0,26888.0,32859.0,74541.0,37103.0
94,MI,26,165,41534.0,41456.0,16050.0,46250.0,100625.0,
12,MN,27,001,42252.0,42640.0,,32500.0,67188.0,55446.0
13,MN,27,003,70873.0,73086.0,43586.0,51309.0,71750.0,45635.0
14,MN,27,005,52038.0,53711.0,,30650.0,42500.0,42679.0
15,MN,27,007,44757.0,48882.0,,30591.0,82546.0,17813.0
16,MN,27,009,52178.0,53595.0,,21645.0,,53000.0
17,MN,27,011,47794.0,48235.0,,,,40625.0
18,MN,27,013,50061.0,51956.0,25134.0,,39279.0,42656.0
19,MN,27,015,52598.0,53084.0,,42813.0,,32404.0
20,MN,27,017,53227.0,54957.0,,34417.0,21402.0,46833.0
21,MN,27,019,86323.0,86668.0,50938.0,62868.0,117361.0,70083.0
22,MN,27,021,46531.0,48993.0,48688.0,28500.0,21667.0,45292.0
23,MN,27,023,50858.0,51214.0,,78800.0,,26016.0
24,MN,27,025,71001.0,71096.0,57083.0,78438.0,76806.0,51858.0
25,MN,27,027,57965.0,60174.0,8333.0,,,39500.0
26,MN,27,029,43421.0,44715.0,,26250.0,83750.0,
27,MN,27,031,52299.0,55572.0,,32679.0,,
28,MN,27,033,46750.0,49093.0,,,30833.0,
29,MN,27,035,49435.0,49534.0,57857.0,53929.0,,
30,MN,27,037,75567.0,78766.0,47428.0,38646.0,77558.0,42576.0
31,MN,27,039,68116.0,68404.0,,88750.0,,54211.0
32,MN,27,041,54531.0,54764.0,,45625.0,,
33,MN,27,043,47540.0,47579.0,,,,36518.0
34,MN,27,045,51665.0,51930.0,21500.0,63125.0,35972.0,26250.0
35,MN,27,047,47105.0,47795.0,18646.0,,46750.0,31250.0
36,MN,27,049,57062.0,57590.0,21136.0,,,40497.0
37,MN,27,051,50174.0,49856.0,,,,70625.0
38,MN,27,053,65834.0,72970.0,28231.0,29306.0,73912.0,42572.0
39,MN,27,055,53809.0,54051.0,,46797.0,,41563.0
40,MN,27,057,47486.0,48053.0,,29773.0,87083.0,45804.0
41,MN,27,059,59865.0,60490.0,,2499.0,132917.0,68889.0
42,MN,27,061,47761.0,48083.0,,36667.0,,31438.0
43,MN,27,063,50574.0,51333.0,,,35156.0,35938.0
44,MN,27,065,47384.0,47796.0,,34583.0,,34219.0
45,MN,27,067,52632.0,54425.0,15345.0,53403.0,32381.0,37352.0
46,MN,27,069,52326.0,52409.0,,,,55417.0
47,MN,27,071,42919.0,43818.0,,26433.0,,
48,MN,27,073,49903.0,50202.0,,,,23333.0
49,MN,27,075,48417.0,49098.0,,68750.0,,
50,MN,27,077,42263.0,42038.0,,,,
51,MN,27,079,60632.0,60939.0,,25833.0,56875.0,43859.0
52,MN,27,081,49575.0,49750.0,,50139.0,,28281.0
53,MN,27,083,51600.0,52252.0,42984.0,2499.0,50958.0,36735.0
54,MN,27,085,56128.0,56525.0,,,,47143.0
55,MN,27,087,41118.0,49009.0,,28750.0,,27500.0
56,MN,27,089,54092.0,54182.0,,43750.0,,47875.0
57,MN,27,091,51391.0,51136.0,,,91071.0,
58,MN,27,093,55042.0,55314.0,26154.0,,,28750.0
59,MN,27,095,49094.0,49830.0,21750.0,35192.0,61250.0,
60,MN,27,097,50049.0,50062.0,12096.0,,60481.0,62946.0
61,MN,27,099,49427.0,50400.0,34784.0,8466.0,61250.0,37673.0
62,MN,27,101,51983.0,52296.0,,,,24464.0
63,MN,27,103,58640.0,59802.0,12708.0,,65972.0,54219.0
64,MN,27,105,50625.0,52012.0,40152.0,21250.0,,49118.0
65,MN,27,107,50377.0,50709.0,,,60417.0,32125.0
66,MN,27,109,68023.0,69078.0,31314.0,66910.0,82372.0,48525.0
67,MN,27,111,52365.0,53219.0,15750.0,45820.0,,52841.0
68,MN,27,113,47127.0,47149.0,,52917.0,115655.0,
69,MN,27,115,44549.0,45123.0,,26932.0,49286.0,31719.0
70,MN,27,117,46990.0,47188.0,,27386.0,,45076.0
71,MN,27,119,53326.0,54126.0,,29464.0,89286.0,34833.0
72,MN,27,121,52785.0,52799.0,,31667.0,,
73,MN,27,123,56104.0,62782.0,27800.0,36458.0,47054.0,37542.0
74,MN,27,125,50332.0,50918.0,,22917.0,,31250.0
75,MN,27,127,47211.0,47872.0,,41667.0,25000.0,23750.0
76,MN,27,129,52149.0,53252.0,2499.0,51667.0,,40313.0
77,MN,27,131,59598.0,61199.0,23599.0,,55729.0,34931.0
78,MN,27,133,51496.0,51725.0,,38750.0,,
79,MN,27,135,53199.0,53498.0,,55144.0,42000.0,15357.0
80,MN,27,137,48331.0,49984.0,15306.0,24400.0,29063.0,49688.0
81,MN,27,139,87794.0,88977.0,85438.0,59079.0,84250.0,54960.0
82,MN,27,141,74170.0,74745.0,27833.0,,63986.0,62971.0
83,MN,27,143,56990.0,57450.0,,,,42031.0
84,MN,27,145,56336.0,57938.0,26019.0,41071.0,42215.0,31556.0
85,MN,27,147,57858.0,59627.0,30000.0,,50795.0,47097.0
86,MN,27,149,52302.0,52488.0,,23636.0,,
87,MN,27,151,49035.0,50305.0,,,,45556.0
88,MN,27,153,46414.0,46225.0,,,,40547.0
89,MN,27,155,49186.0,50029.0,,,,
90,MN,27,157,56510.0,56914.0,,,53750.0,37228.0
91,MN,27,159,41906.0,42500.0,101094.0,,,36500.0
92,MN,27,161,53564.0,55830.0,21652.0,,22885.0,
93,MN,27,163,83706.0,84106.0,71989.0,72031.0,102145.0,50737.0
94,MN,27,165,50604.0,50693.0,,,,47500.0
95,MN,27,167,51476.0,51867.0,,58092.0,,54000.0
96,MN,27,169,50547.0,50999.0,11108.0,36150.0,101625.0,58241.0
97,MN,27,171,73557.0,73754.0,47813.0,30179.0,73625.0,57705.0
98,MN,27,173,53041.0,53519.0,,42917.0,,41000.0
12,MO,29,001,37516.0,39643.0,16696.0,8496.0,2499.0,13228.0
13,MO,29,003,55613.0,55932.0,41055.0,64178.0,,40391.0
14,MO,29,005,43933.0,44573.0,,,20962.0,93750.0
15,MO,29,007,41310.0,42541.0,23938.0,,,32353.0
16,MO,29,009,39033.0,39075.0,,48750.0,35938.0,37436.0
17,MO,29,011,37467.0,37980.0,,38125.0,,30326.0
18,MO,29,013,41060.0,41683.0,35913.0,,,43261.0
19,MO,29,015,33042.0,33328.0,,27857.0,,28802.0
20,MO,29,017,39707.0,40323.0,,,25750.0,
21,MO,29,019,49899.0,52249.0,28734.0,31098.0,34406.0,41598.0
22,MO,29,021,46315.0,47342.0,31925.0,,55583.0,37043.0
23,MO,29,023,35738.0,36734.0,25762.0,49286.0,,31042.0
24,MO,29,025,43691.0,42852.0,,,,63482.0
25,MO,29,027,47744.0,48881.0,23140.0,64464.0,61603.0,
26,MO,29,029,44816.0,45256.0,,,,16121.0
27,MO,29,031,46050.0,48762.0,18837.0,45583.0,,28361.0
28,MO,29,033,42415.0,43854.0,,,,
29,MO,29,035,33034.0,33765.0,,2499.0,,40536.0
30,MO,29,037,61584.0,61169.0,64260.0,61750.0,91161.0,52148.0
31,MO,29,039,31532.0,31765.0,,,,
32,MO,29,041,40642.0,41181.0,23833.0,35000.0,,33750.0
33,MO,29,043,53270.0,53252.0,36563.0,77308.0,,40920.0
34,MO,29,045,43883.0,44467.0,,37321.0,,
35,MO,29,047,62099.0,63678.0,41523.0,65202.0,67212.0,54515.0
36,MO,29,049,54773.0,55192.0,34450.0,36157.0,72386.0,45806.0
37,MO,29,051,53088.0,56494.0,28977.0,31417.0,60521.0,37941.0
38,MO,29,053,44549.0,46331.0,16568.0,,104107.0,51250.0
39,MO,29,055,36743.0,36935.0,,,,25536.0
40,MO,29,057,37035.0,37407.0,,,,24792.0
41,MO,29,059,38062.0,38663.0,,,,54015.0
42,MO,29,061,41642.0,41627.0,,,,39375.0
43,MO,29,063,41406.0,41309.0,,,,13946.0
44,MO,29,065,36831.0,37297.0,,,,24500.0
45,MO,29,067,30508.0,30627.0,,,,
46,MO,29,069,31077.0,32203.0,22269.0,,,34145.0
47,MO,29,071,48480.0,48655.0,,87837.0,78819.0,
48,MO,29,073,42826.0,43062.0,,,,
49,MO,29,075,41912.0,42132.0,,,,
50,MO,29,077,41227.0,42115.0,29896.0,45140.0,28311.0,33079.0
51,MO,29,079,37656.0,37941.0,,81563.0,,
52,MO,29,081,39301.0,39569.0,,,,40556.0
53,MO,29,083,42181.0,42236.0,68833.0,70020.0,,
54,MO,29,085,32122.0,32780.0,,20208.0,,
55,MO,29,087,42500.0,43222.0,,,,48750.0
56,MO,29,089,44820.0,46544.0,41250.0,21429.0,,
57,MO,29,091,32784.0,32650.0,,15455.0,,
58,MO,29,093,36239.0,36659.0,22917.0,20938.0,,105625.0
59,MO,29,095,46869.0,54974.0,31492.0,30028.0,49490.0,34168.0
60,MO,29,097,41811.0,42224.0,25515.0,35250.0,,35396.0
61,MO,29,099,55348.0,55751.0,38389.0,38500.0,83750.0,52917.0
62,MO,29,101,49792.0,50856.0,40158.0,31541.0,47989.0,41678.0
63,MO,29,103,38289.0,38365.0,,,,39792.0
64,MO,29,105,39712.0,40029.0,,61118.0,2499.0,44762.0
65,MO,29,107,50723.0,51152.0,38971.0,,,33125.0
66,MO,29,109,40597.0,40735.0,,45938.0,74519.0,35231.0
67,MO,29,111,43909.0,43913.0,39500.0,,,51793.0
68,MO,29,113,53718.0,54425.0,42428.0,,16453.0,
69,MO,29,115,37997.0,38542.0,32500.0,,,20227.0
70,MO,29,117,43350.0,43799.0,,87969.0,,25430.0
71,MO,29,119,38368.0,39301.0,16350.0,26875.0,29839.0,32448.0
72,MO,29,121,36976.0,37386.0,17466.0,,88500.0,16081.0
73,MO,29,123,35097.0,34890.0,,,,
74,MO,29,125,39700.0,40221.0,,74844.0,,
75,MO,29,127,40814.0,41656.0,31304.0,,71500.0,
76,MO,29,129,40768.0,41031.0,,,,
77,MO,29,131,38094.0,39131.0,,23113.0,,16721.0
78,MO,29,133,28347.0,34033.0,20508.0,,,
79,MO,29,135,47725.0,47576.0,,,,66250.0
80,MO,29,137,43138.0,43250.0,,44375.0,53750.0,
81,MO,29,139,39830.0,40322.0,26719.0,,,16667.0
82,MO,29,141,33525.0,34045.0,,,,62634.0
83,MO,29,143,33630.0,37295.0,21612.0,,,43333.0
84,MO,29,145,43290.0,43572.0,42438.0,32173.0,46627.0,22381.0
85,MO,29,147,35854.0,36329.0,,,21667.0,
86,MO,29,149,29851.0,30494.0,,12500.0,,
87,MO,29,151,52693.0,52886.0,,,,
88,MO,29,153,31399.0,31765.0,,,,8944.0
89,MO,29,155,29238.0,35411.0,15571.0,,,49023.0
90,MO,29,157,51499.0,51614.0,,,,33594.0
91,MO,29,159,39928.0,40686.0,40724.0,20938.0,,29663.0
92,MO,29,161,41618.0,42626.0,11517.0,58030.0,41504.0,30286.0
93,MO,29,163,41750.0,42899.0,32550.0,41563.0,,26250.0
94,MO,29,165,68254.0,70496.0,45786.0,76375.0,59122.0,61890.0
95,MO,29,167,41130.0,41725.0,2499.0,21187.0,,48636.0
96,MO,29,169,47931.0,48184.0,48920.0,,78450.0,45300.0
97,MO,29,171,36346.0,36212.0,,,,
98,MO,29,173,47345.0,47413.0,41875.0,,,
99,MO,29,175,37832.0,39595.0,15709.0,,,
100,MO,29,177,52526.0,52587.0,,108200.0,250001.0,50625.0
101,MO,29,179,35648.0,36265.0,,15938.0,,
102,MO,29,181,32444.0,33000.0,,,,
103,MO,29,183,72415.0,72967.0,55829.0,63958.0,86996.0,66224.0
104,MO,29,185,32046.0,32110.0,,23750.0,,54318.0
105,MO,29,186,47014.0,46981.0,16767.0,,,25313.0
106,MO,29,187,39741.0,39960.0,20662.0,,,16335.0
107,MO,29,189,59755.0,68469.0,38698.0,42890.0,82545.0,48561.0
108,MO,29,195,40101.0,40827.0,26699.0,,,37056.0
109,MO,29,197,37500.0,37500.0,,,,
110,MO,29,199,39772.0,39798.0,,,,
111,MO,29,201,39162.0,41102.0,28083.0,,,28250.0
112,MO,29,203,32404.0,34736.0,,21311.0,,
113,MO,29,205,39087.0,39247.0,,,,
114,MO,29,207,38203.0,38544.0,30461.0,,,46250.0
115,MO,29,209,40510.0,40720.0,,21458.0,,39907.0
116,MO,29,211,40197.0,39549.0,63750.0,,75000.0,43281.0
117,MO,29,213,38357.0,38264.0,46223.0,52969.0,,32845.0
118,MO,29,215,35088.0,35268.0,,50313.0,,
119,MO,29,217,40693.0,40493.0,,,,8750.0
120,MO,29,219,51133.0,52289.0,30733.0,75417.0,,30699.0
121,MO,29,221,35305.0,35410.0,10536.0,14219.0,,
122,MO,29,223,33750.0,34215.0,,,,
123,MO,29,225,44451.0,44887.0,,44583.0,85833.0,42682.0
124,MO,29,227,45952.0,46131.0,,,,
125,MO,29,229,29778.0,29153.0,,,,
126,MO,29,510,35599.0,50042.0,23155.0,33144.0,34193.0,34264.0
12,MS,28,001,28869.0,41840.0,20921.0,,,47748.0
13,MS,28,003,36163.0,37419.0,23045.0,,,41111.0
14,MS,28,005,30704.0,35787.0,21829.0,,,
15,MS,28,007,32886.0,43036.0,21643.0,,,
16,MS,28,009,33141.0,39628.0,24946.0,,,
17,MS,28,011,27585.0,52659.0,20614.0,,,14746.0
18,MS,28,013,31098.0,35525.0,22689.0,,,20500.0
19,MS,28,015,37289.0,41287.0,24167.0,,,
20,MS,28,017,30926.0,36250.0,23902.0,,,57813.0
21,MS,28,019,30692.0,40731.0,17872.0,,,26250.0
22,MS,28,021,23259.0,51051.0,17500.0,,,20833.0
23,MS,28,023,35993.0,46437.0,22930.0,,,
24,MS,28,025,31669.0,57193.0,20377.0,,,23333.0
25,MS,28,027,28851.0,53536.0,21972.0,,35294.0,30958.0
26,MS,28,029,35130.0,45843.0,23882.0,,,
27,MS,28,031,31631.0,36733.0,24375.0,,,35294.0
28,MS,28,033,58278.0,61612.0,46600.0,,58281.0,41487.0
29,MS,28,035,36416.0,48568.0,22224.0,,,21113.0
30,MS,28,037,38170.0,45481.0,28241.0,,,
31,MS,28,039,44258.0,47404.0,27944.0,,,
32,MS,28,041,40176.0,43460.0,31094.0,,,
33,MS,28,043,31779.0,40365.0,21846.0,,,
34,MS,28,045,43355.0,45150.0,29918.0,,43618.0,49837.0
35,MS,28,047,41722.0,47544.0,26197.0,45588.0,45635.0,41217.0
36,MS,28,049,37324.0,56242.0,31541.0,18158.0,45900.0,27754.0
37,MS,28,051,20732.0,32260.0,18773.0,,,
38,MS,28,053,23216.0,33958.0,19003.0,,,62679.0
39,MS,28,055,23491.0,32500.0,18333.0,,,
40,MS,28,057,35004.0,35406.0,30726.0,,,73977.0
41,MS,28,059,48406.0,53190.0,31080.0,50978.0,61944.0,45348.0
42,MS,28,061,31578.0,40903.0,26858.0,,,
43,MS,28,063,20743.0,52414.0,19124.0,,,
44,MS,28,065,26279.0,32228.0,22818.0,,,
45,MS,28,067,37143.0,44334.0,21745.0,,123917.0,
46,MS,28,069,30056.0,37865.0,23277.0,20983.0,,
47,MS,28,071,44643.0,47025.0,38281.0,,48846.0,18906.0
48,MS,28,073,52035.0,57894.0,34135.0,,51620.0,31278.0
49,MS,28,075,38132.0,51134.0,24369.0,,51154.0,68646.0
50,MS,28,077,35634.0,42552.0,22025.0,,,
51,MS,28,079,33452.0,37326.0,26563.0,53147.0,,33480.0
52,MS,28,081,42784.0,50447.0,26571.0,,88407.0,40278.0
53,MS,28,083,24233.0,41980.0,17283.0,,77279.0,37740.0
54,MS,28,085,36473.0,42102.0,22590.0,,,
55,MS,28,087,40239.0,56538.0,22776.0,,,47375.0
56,MS,28,089,64376.0,83939.0,41272.0,73043.0,83688.0,37083.0
57,MS,28,091,30668.0,36550.0,21083.0,,,
58,MS,28,093,37419.0,42446.0,31437.0,,,45417.0
59,MS,28,095,36783.0,43892.0,27783.0,,,60106.0
60,MS,28,097,30146.0,45660.0,19194.0,,,
61,MS,28,099,35645.0,39169.0,26051.0,40372.0,,
62,MS,28,101,37045.0,44917.0,26809.0,25329.0,,70766.0
63,MS,28,103,26677.0,47692.0,18990.0,,,
64,MS,28,105,32485.0,41204.0,21856.0,56484.0,35304.0,32083.0
65,MS,28,107,36555.0,47752.0,30316.0,,,24208.0
66,MS,28,109,40976.0,42584.0,22280.0,,,43889.0
67,MS,28,111,34045.0,36845.0,25451.0,,,
68,MS,28,113,31677.0,44447.0,23046.0,,71125.0,35921.0
69,MS,28,115,40645.0,41974.0,32869.0,,,38066.0
70,MS,28,117,32945.0,36938.0,24400.0,,,
71,MS,28,119,24583.0,41580.0,19396.0,,,
72,MS,28,121,58801.0,62228.0,42906.0,40000.0,85043.0,49542.0
73,MS,28,123,32935.0,43053.0,24994.0,,,31901.0
74,MS,28,125,30525.0,60625.0,23946.0,,,49375.0
75,MS,28,127,35375.0,40999.0,26273.0,,,32279.0
76,MS,28,129,32951.0,39636.0,24442.0,,,
77,MS,28,131,45025.0,50741.0,32097.0,,,
78,MS,28,133,27384.0,48000.0,23418.0,,,
79,MS,28,135,29731.0,40991.0,25030.0,,,
80,MS,28,137,42880.0,53820.0,28000.0,,,41230.0
81,MS,28,139,35609.0,37852.0,24429.0,,,
82,MS,28,141,35143.0,35861.0,19018.0,,223500.0,45110.0
83,MS,28,143,31211.0,44634.0,28416.0,,,
84,MS,28,145,35865.0,39277.0,25560.0,,,28101.0
85,MS,28,147,31384.0,45658.0,19375.0,,,
86,MS,28,149,41121.0,57122.0,27481.0,,29459.0,
87,MS,28,151,29144.0,47690.0,22243.0,2499.0,52361.0,
88,MS,28,153,32557.0,44435.0,19912.0,,,
89,MS,28,155,34448.0,43293.0,13239.0,,,
90,MS,28,157,29931.0,42143.0,21729.0,,,
91,MS,28,159,33202.0,44525.0,22827.0,48750.0,,31875.0
92,MS,28,161,36502.0,40300.0,31236.0,,,
93,MS,28,163,28961.0,42654.0,19796.0,,69500.0,13281.0
12,MT,30,001,41512.0,41149.0,,28875.0,48472.0,35556.0
