,State,StateFIPS,CountyFIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic
36,IL,17,049,52224.0,52243.0,,,65435.0,48125.0
37,IL,17,051,43944.0,44007.0,,,,
38,IL,17,053,49947.0,49681.0,88077.0,55089.0,,43452.0
39,IL,17,055,39512.0,39761.0,41042.0,19191.0,31875.0,33125.0
40,IL,17,057,46083.0,45967.0,,,21250.0,
41,IL,17,059,39636.0,40133.0,,,,
42,IL,17,061,42565.0,42773.0,,,,
43,IL,17,063,65887.0,67212.0,30743.0,,,56676.0
44,IL,17,065,44159.0,44159.0,,,,
45,IL,17,067,47699.0,48171.0,,26250.0,40250.0,
46,IL,17,069,38838.0,38596.0,,,91250.0,
47,IL,17,071,47672.0,47672.0,,,,
48,IL,17,073,53480.0,54257.0,17679.0,,56544.0,38589.0
49,IL,17,075,47834.0,48692.0,21378.0,,48125.0,37167.0
50,IL,17,077,33871.0,38689.0,15280.0,22578.0,32132.0,20517.0
51,IL,17,079,54209.0,54238.0,,,,
52,IL,17,081,43247.0,44648.0,31696.0,,72798.0,36042.0
53,IL,17,083,53271.0,53261.0,,,,61314.0
54,IL,17,085,53221.0,53160.0,,,120000.0,36224.0
55,IL,17,087,42287.0,42559.0,,,,42500.0
56,IL,17,089,70696.0,77290.0,39620.0,36705.0,92529.0,49138.0
57,IL,17,091,52110.0,56820.0,28198.0,40823.0,71389.0,42650.0
58,IL,17,093,84385.0,86339.0,83685.0,,90037.0,62889.0
59,IL,17,095,39976.0,41632.0,18852.0,,,31809.0
60,IL,17,097,78026.0,80823.0,39812.0,54583.0,102820.0,49365.0
61,IL,17,099,50633.0,51022.0,31082.0,,65625.0,46320.0
62,IL,17,101,40841.0,41069.0,60500.0,,,53150.0
63,IL,17,103,52379.0,52653.0,61250.0,23512.0,,40625.0
64,IL,17,105,54254.0,54268.0,,,,35000.0
65,IL,17,107,50539.0,53480.0,16318.0,66094.0,49565.0,56908.0
66,IL,17,109,40314.0,40744.0,,31071.0,46544.0,
67,IL,17,111,77222.0,77649.0,68333.0,55750.0,95059.0,57853.0
68,IL,17,113,62211.0,64586.0,27227.0,42321.0,82436.0,39873.0
69,IL,17,115,47176.0,51454.0,21997.0,,73750.0,47067.0
70,IL,17,117,51206.0,51102.0,105039.0,,58490.0,78409.0
71,IL,17,119,53431.0,55845.0,30120.0,,47652.0,44482.0
72,IL,17,121,42238.0,43310.0,30912.0,13810.0,62632.0,23571.0
73,IL,17,123,53423.0,53658.0,,,,53802.0
74,IL,17,125,41567.0,41624.0,,,,
75,IL,17,127,40977.0,42512.0,23194.0,,35938.0,83452.0
76,IL,17,129,60486.0,60425.0,,,,
77,IL,17,131,54757.0,54468.0,,,66500.0,45625.0
78,IL,17,133,70859.0,71255.0,,,,64417.0
79,IL,17,135,46966.0,46862.0,,,,66500.0
80,IL,17,137,45978.0,47783.0,30265.0,,,35714.0
81,IL,17,139,49681.0,49910.0,,,,35357.0
82,IL,17,141,54849.0,55420.0,42070.0,66000.0,,38979.0
83,IL,17,143,51147.0,56363.0,25998.0,51250.0,83385.0,43125.0
84,IL,17,145,42478.0,43366.0,19917.0,,,
85,IL,17,147,66261.0,66763.0,,,,42292.0
86,IL,17,149,40588.0,40865.0,,8750.0,250001.0,39844.0
87,IL,17,151,39223.0,38851.0,,,,
88,IL,17,153,31980.0,35236.0,25106.0,,,23500.0
89,IL,17,155,56358.0,55776.0,,,,63125.0
90,IL,17,157,48158.0,50465.0,26875.0,,,68500.0
91,IL,17,159,44127.0,44340.0,,,,31250.0
92,IL,17,161,48817.0,50760.0,31869.0,18906.0,63359.0,40236.0
93,IL,17,163,49895.0,61682.0,27289.0,,72440.0,41273.0
94,IL,17,165,38258.0,39217.0,,,48182.0,24375.0
95,IL,17,167,56167.0,61044.0,26468.0,53281.0,67159.0,41054.0
96,IL,17,169,47723.0,47482.0,,,,24375.0
97,IL,17,171,47222.0,47118.0,,,,
98,IL,17,173,47850.0,48071.0,,,39750.0,
99,IL,17,175,50085.0,50321.0,,,,60625.0
100,IL,17,177,45331.0,47191.0,24795.0,,,41667.0
101,IL,17,179,58194.0,58688.0,,,98304.0,62118.0
102,IL,17,181,42606.0,44158.0,,,,23500.0
103,IL,17,183,42977.0,46159.0,23053.0,21648.0,51472.0,35583.0
104,IL,17,185,47491.0,46933.0,,,75500.0,2499.0
105,IL,17,187,43699.0,44519.0,39821.0,,36875.0,35781.0
106,IL,17,189,53202.0,53370.0,2499.0,,87813.0,35500.0
107,IL,17,191,44993.0,45230.0,2499.0,,,
108,IL,17,193,44648.0,44295.0,,,,35603.0
109,IL,17,195,47401.0,47739.0,34554.0,,123375.0,43133.0
110,IL,17,197,76101.0,79701.0,55017.0,41618.0,107870.0,59611.0
111,IL,17,199,44453.0,44983.0,31181.0,,72232.0,48021.0
112,IL,17,201,48225.0,51923.0,25371.0,34617.0,63722.0,37495.0
113,IL,17,203,65852.0,65909.0,,,,65179.0
12,IN,18,001,48188.0,49107.0,,,,51473.0
13,IN,18,003,49092.0,52934.0,27017.0,40725.0,42569.0,37399.0
14,IN,18,005,55050.0,53707.0,51758.0,,88061.0,40043.0
15,IN,18,007,47046.0,47074.0,46250.0,,,33958.0
16,IN,18,009,38190.0,38326.0,,,,
17,IN,18,011,67552.0,67769.0,,,81250.0,53836.0
18,IN,18,013,54615.0,54961.0,,,,76731.0
19,IN,18,015,52005.0,51852.0,,,,33643.0
20,IN,18,017,42290.0,43277.0,,,54107.0,32148.0
21,IN,18,019,51699.0,53170.0,39841.0,,48783.0,50982.0
22,IN,18,021,47602.0,47960.0,,7109.0,,
23,IN,18,023,48478.0,48946.0,42692.0,68906.0,49904.0,35441.0
24,IN,18,025,38695.0,38618.0,,47614.0,,36635.0
25,IN,18,027,47342.0,47598.0,,,,40515.0
26,IN,18,029,58680.0,58943.0,31324.0,,,61850.0
27,IN,18,031,49799.0,49314.0,37059.0,,57352.0,
28,IN,18,033,48341.0,48097.0,,,61354.0,34777.0
29,IN,18,035,38830.0,40362.0,25152.0,15870.0,15987.0,28313.0
30,IN,18,037,53513.0,54508.0,,,,27166.0
31,IN,18,039,47913.0,49448.0,22094.0,49922.0,66944.0,40256.0
32,IN,18,041,39379.0,40301.0,29402.0,,40481.0,22138.0
33,IN,18,043,54914.0,57181.0,22254.0,28382.0,63125.0,48409.0
34,IN,18,045,46760.0,47100.0,,,,43462.0
35,IN,18,047,51748.0,51579.0,,,,58977.0
36,IN,18,049,45332.0,45206.0,70972.0,,,44792.0
37,IN,18,051,48303.0,48964.0,33889.0,,,
38,IN,18,053,40294.0,41915.0,24351.0,23203.0,35677.0,38021.0
39,IN,18,055,45397.0,45665.0,,,,40385.0
40,IN,18,057,86222.0,86143.0,68029.0,67063.0,104491.0,66445.0
41,IN,18,059,66606.0,66779.0,,,88700.0,72202.0
42,IN,18,061,52128.0,52081.0,114278.0,,,68833.0
43,IN,18,063,70163.0,70927.0,64035.0,30408.0,61121.0,54239.0
44,IN,18,065,41855.0,42009.0,,58036.0,,35208.0
45,IN,18,067,44226.0,46114.0,21813.0,,46964.0,41332.0
46,IN,18,069,46945.0,46941.0,,78125.0,60650.0,32083.0
47,IN,18,071,47000.0,47824.0,,20000.0,90033.0,28243.0
48,IN,18,073,55374.0,55925.0,42014.0,,,53478.0
49,IN,18,075,41021.0,40993.0,,30750.0,120521.0,
50,IN,18,077,45718.0,45900.0,40441.0,,50938.0,45060.0
51,IN,18,079,44736.0,45379.0,19750.0,,26250.0,
52,IN,18,081,62147.0,62622.0,69279.0,47039.0,66106.0,26880.0
53,IN,18,083,42725.0,43270.0,36477.0,,,33646.0
54,IN,18,085,52821.0,53105.0,48650.0,,82177.0,46228.0
55,IN,18,087,49964.0,49958.0,,40469.0,,40170.0
56,IN,18,089,50135.0,58970.0,31299.0,53828.0,74844.0,47355.0
57,IN,18,091,46872.0,50346.0,25071.0,35505.0,32152.0,39933.0
58,IN,18,093,45875.0,46347.0,,,,27054.0
59,IN,18,095,44195.0,45970.0,30488.0,,22361.0,27417.0
60,IN,18,097,42168.0,49931.0,30508.0,35283.0,47899.0,29004.0
61,IN,18,099,48485.0,48479.0,,89271.0,,39316.0
62,IN,18,101,44589.0,45671.0,,,,
63,IN,18,103,45184.0,45321.0,64964.0,38750.0,,38333.0
64,IN,18,105,42404.0,45342.0,21604.0,43701.0,15759.0,35156.0
65,IN,18,107,48213.0,48202.0,50645.0,,105859.0,32120.0
66,IN,18,109,55432.0,55947.0,,,,40000.0
67,IN,18,111,46895.0,46868.0,,,,54357.0
68,IN,18,113,49331.0,49246.0,,95288.0,,42721.0
69,IN,18,115,48780.0,48601.0,,,,
70,IN,18,117,39812.0,39888.0,,,,
71,IN,18,119,43948.0,44024.0,,,,
72,IN,18,121,40781.0,41169.0,,,,21607.0
73,IN,18,123,47470.0,48240.0,21225.0,,,
74,IN,18,125,44399.0,44620.0,,,,
75,IN,18,127,63926.0,64594.0,42720.0,,80938.0,62785.0
76,IN,18,129,58101.0,59167.0,54306.0,,,
77,IN,18,131,43836.0,44138.0,15833.0,,,32232.0
78,IN,18,133,51355.0,51613.0,45089.0,,73194.0,
79,IN,18,135,40810.0,41008.0,45000.0,,,31857.0
80,IN,18,137,51170.0,51376.0,,,,51500.0
81,IN,18,139,45121.0,45833.0,30153.0,,,
82,IN,18,141,45471.0,49959.0,23364.0,26769.0,53302.0,37091.0
83,IN,18,143,44442.0,44526.0,,,,
84,IN,18,145,53584.0,54330.0,23872.0,,100139.0,42326.0
85,IN,18,147,55247.0,55317.0,55625.0,,,
86,IN,18,149,42208.0,43110.0,,,55833.0,35827.0
87,IN,18,151,48472.0,48554.0,,70625.0,55278.0,46130.0
88,IN,18,153,45023.0,45018.0,,,,
89,IN,18,155,44061.0,43626.0,64250.0,,,
90,IN,18,157,45932.0,49335.0,19199.0,71071.0,21343.0,40556.0
91,IN,18,159,51613.0,51935.0,,,,
92,IN,18,161,44277.0,44818.0,,,,
93,IN,18,163,43046.0,46584.0,21430.0,23854.0,44797.0,39545.0
94,IN,18,165,43600.0,43728.0,,,,29280.0
95,IN,18,167,40313.0,41000.0,24240.0,45956.0,51364.0,36576.0
96,IN,18,169,45649.0,45263.0,,59231.0,,50870.0
97,IN,18,171,56042.0,56222.0,,,,95938.0
98,IN,18,173,62185.0,62256.0,49500.0,23830.0,,43295.0
99,IN,18,175,41289.0,41920.0,,,,
100,IN,18,177,38494.0,39232.0,28188.0,,,27270.0
101,IN,18,179,51101.0,51730.0,38167.0,,,30523.0
102,IN,18,181,52154.0,52199.0,,,,40194.0
103,IN,18,183,54389.0,54561.0,,67917.0,35833.0,
12,KS,20,001,38698.0,39505.0,38482.0,20833.0,,39500.0
13,KS,20,003,40696.0,40370.0,,81200.0,,
14,KS,20,005,43581.0,44353.0,22375.0,,,
15,KS,20,007,51811.0,51658.0,,,,65938.0
16,KS,20,009,44013.0,45325.0,22326.0,18958.0,,22247.0
17,KS,20,011,38280.0,39231.0,,,62344.0,40250.0
18,KS,20,013,43724.0,45619.0,32366.0,30268.0,48125.0,30119.0
19,KS,20,015,58897.0,58928.0,,19487.0,77460.0,58136.0
20,KS,20,017,38707.0,39655.0,,,,58333.0
21,KS,20,019,37993.0,39079.0,,,,73125.0
22,KS,20,021,41388.0,41126.0,,51393.0,,71528.0
23,KS,20,023,44500.0,43875.0,,,,25893.0
24,KS,20,025,42589.0,42589.0,,,,38393.0
25,KS,20,027,52066.0,52293.0,,75278.0,,
26,KS,20,029,39282.0,39421.0,,,,
27,KS,20,031,57433.0,56964.0,,70682.0,,
28,KS,20,033,45288.0,46010.0,,,,
29,KS,20,035,43860.0,43915.0,45347.0,41875.0,61200.0,38750.0
30,KS,20,037,36534.0,37157.0,31500.0,,2499.0,29961.0
31,KS,20,039,40657.0,40833.0,,,,
32,KS,20,041,49096.0,49245.0,,110543.0,,45903.0
33,KS,20,043,47209.0,49209.0,18182.0,36083.0,,33750.0
34,KS,20,045,50939.0,52173.0,38934.0,60144.0,29554.0,39315.0
35,KS,20,047,47303.0,48139.0,,,,36154.0
36,KS,20,049,36458.0,36111.0,,,,63611.0
37,KS,20,051,45579.0,47280.0,,,2499.0,25263.0
38,KS,20,053,47736.0,48615.0,,,,50208.0
39,KS,20,055,49227.0,52302.0,29522.0,26458.0,48732.0,44520.0
40,KS,20,057,50777.0,51687.0,21447.0,55682.0,27895.0,44796.0
41,KS,20,059,51081.0,52234.0,,,,30302.0
42,KS,20,061,43992.0,43804.0,46568.0,44583.0,41641.0,32679.0
43,KS,20,063,46364.0,46288.0,,,,
44,KS,20,065,43826.0,46964.0,31250.0,,,46250.0
45,KS,20,067,55432.0,57924.0,,,,53988.0
46,KS,20,069,61000.0,60318.0,,,,42656.0
47,KS,20,071,47750.0,46776.0,,,,35000.0
48,KS,20,073,38838.0,38914.0,,,,
49,KS,20,075,45114.0,48344.0,,,,32208.0
50,KS,20,077,43973.0,43438.0,,60417.0,,
51,KS,20,079,51327.0,51911.0,,,,39245.0
52,KS,20,081,56484.0,60306.0,,46250.0,,37067.0
53,KS,20,083,54856.0,54471.0,,,,54167.0
54,KS,20,085,54077.0,56259.0,37188.0,27750.0,51339.0,41250.0
55,KS,20,087,57236.0,57274.0,,70192.0,,38750.0
56,KS,20,089,40553.0,40865.0,,42500.0,,29250.0
57,KS,20,091,76113.0,77708.0,48930.0,72500.0,90328.0,46167.0
58,KS,20,093,50506.0,59479.0,,,,46429.0
59,KS,20,095,50844.0,50812.0,,41071.0,,29135.0
60,KS,20,097,43963.0,43628.0,,48750.0,,43889.0
61,KS,20,099,41439.0,42522.0,17328.0,36964.0,,25500.0
62,KS,20,101,56507.0,56728.0,,,,
63,KS,20,103,63726.0,65978.0,49443.0,62292.0,92727.0,62431.0
64,KS,20,105,44276.0,43684.0,,,,18438.0
65,KS,20,107,46964.0,46867.0,56316.0,75441.0,,24282.0
66,KS,20,109,46875.0,49091.0,,,,76250.0
67,KS,20,111,40021.0,41085.0,,31442.0,24750.0,38903.0
68,KS,20,113,56128.0,56393.0,,52039.0,41228.0,57692.0
69,KS,20,115,45927.0,46554.0,45714.0,29559.0,,
70,KS,20,117,45374.0,45465.0,,,,43542.0
71,KS,20,119,52250.0,53025.0,,,,39792.0
72,KS,20,121,60966.0,61602.0,43971.0,,2499.0,55885.0
73,KS,20,123,48217.0,48975.0,,,,14000.0
74,KS,20,125,41083.0,42705.0,15932.0,37470.0,,34886.0
75,KS,20,127,47089.0,47743.0,,,,46250.0
76,KS,20,129,46028.0,47306.0,,,,42097.0
77,KS,20,131,48653.0,49292.0,28523.0,21875.0,,53281.0
78,KS,20,133,43195.0,43450.0,,,,24583.0
79,KS,20,135,44904.0,44778.0,,,,32788.0
80,KS,20,137,47852.0,47542.0,,,,
81,KS,20,139,49915.0,50514.0,,,,40060.0
82,KS,20,141,40216.0,39844.0,,,,
83,KS,20,143,52479.0,53021.0,,,,67596.0
84,KS,20,145,43250.0,43844.0,,,,
85,KS,20,147,44170.0,44236.0,,43750.0,,43295.0
86,KS,20,149,60216.0,60330.0,88780.0,71912.0,51591.0,41500.0
87,KS,20,151,49550.0,51250.0,,,,46894.0
88,KS,20,153,41579.0,41480.0,,,,
89,KS,20,155,45288.0,45391.0,51612.0,50750.0,65750.0,39123.0
90,KS,20,157,40449.0,40740.0,,,,55250.0
91,KS,20,159,48460.0,49547.0,23947.0,46667.0,2499.0,52935.0
92,KS,20,161,44437.0,45612.0,47893.0,22517.0,30675.0,33583.0
93,KS,20,163,43558.0,43269.0,,,,28958.0
94,KS,20,165,38854.0,39063.0,,,,
95,KS,20,167,41102.0,41858.0,,,,38750.0
96,KS,20,169,47801.0,48491.0,33438.0,20425.0,75547.0,31574.0
97,KS,20,171,51850.0,51868.0,,,,
98,KS,20,173,50657.0,53837.0,29097.0,42793.0,53291.0,36978.0
99,KS,20,175,47134.0,47277.0,36429.0,72386.0,57434.0,44024.0
100,KS,20,177,50378.0,52449.0,27617.0,46600.0,61607.0,40216.0
101,KS,20,179,49750.0,50406.0,,,,35673.0
102,KS,20,181,39029.0,39757.0,,,,25873.0
103,KS,20,183,43848.0,43992.0,,,,72875.0
104,KS,20,185,47377.0,47905.0,,,,36500.0
105,KS,20,187,43780.0,52500.0,,,,32083.0
106,KS,20,189,55433.0,60795.0,,42917.0,,41719.0
107,KS,20,191,50141.0,50423.0,,,2499.0,54241.0
108,KS,20,193,48504.0,49375.0,,,,35096.0
109,KS,20,195,54000.0,54000.0,,,,41250.0
110,KS,20,197,54688.0,54555.0,,,,48500.0
111,KS,20,199,47279.0,47426.0,,,,53750.0
112,KS,20,201,45159.0,45099.0,,,,31875.0
113,KS,20,203,57171.0,56711.0,,,,38000.0
114,KS,20,205,40306.0,40699.0,,31667.0,114250.0,28750.0
115,KS,20,207,35787.0,36019.0,,,,
116,KS,20,209,40113.0,44543.0,30800.0,32054.0,32917.0,35763.0
12,KY,21,001,33362.0,34163.0,,,,
13,KY,21,003,41326.0,40762.0,,,,
14,KY,21,005,53974.0,54574.0,43250.0,,,
15,KY,21,007,42244.0,44026.0,28250.0,9583.0,,58375.0
16,KY,21,009,38370.0,38803.0,23452.0,,163583.0,29718.0
17,KY,21,011,33483.0,33913.0,21125.0,,,
18,KY,21,013,22443.0,22493.0,17574.0,,50227.0,
19,KY,21,015,66730.0,66614.0,57158.0,,75257.0,43333.0
20,KY,21,017,45208.0,46782.0,26438.0,,,42330.0
21,KY,21,019,42319.0,42632.0,15484.0,,165114.0,
22,KY,21,021,39704.0,40278.0,27109.0,,,24010.0
23,KY,21,023,36327.0,36469.0,,,,
24,KY,21,025,25817.0,25635.0,,,123750.0,
25,KY,21,027,43479.0,44482.0,16250.0,,,42031.0
26,KY,21,029,55975.0,56590.0,,,54286.0,63177.0
27,KY,21,031,33536.0,33086.0,,,,
28,KY,21,033,42537.0,42894.0,36324.0,,,
29,KY,21,035,37034.0,38851.0,28405.0,2499.0,2499.0,19406.0
30,KY,21,037,54621.0,55738.0,19531.0,,92829.0,24258.0
31,KY,21,039,38829.0,38934.0,25357.0,,,82829.0
32,KY,21,041,41439.0,42291.0,14891.0,,,23077.0
33,KY,21,043,36696.0,36814.0,,,,19178.0
34,KY,21,045,32341.0,32644.0,26607.0,,,
35,KY,21,047,39521.0,42874.0,26444.0,22969.0,55417.0,28214.0
36,KY,21,049,47959.0,48616.0,27044.0,,98438.0,27404.0
37,KY,21,051,21549.0,21444.0,23625.0,57500.0,,
38,KY,21,053,28025.0,28225.0,,,,16786.0
39,KY,21,055,35316.0,35693.0,14091.0,,,
40,KY,21,057,32019.0,32294.0,21786.0,,,
41,KY,21,059,45989.0,47450.0,24767.0,26250.0,37083.0,27500.0
42,KY,21,061,41710.0,41794.0,,,,
43,KY,21,063,28224.0,28257.0,,,,
44,KY,21,065,29770.0,29778.0,,,,
45,KY,21,067,49778.0,55636.0,28366.0,35234.0,65154.0,34907.0
46,KY,21,069,35469.0,35681.0,,,,
47,KY,21,071,30096.0,30073.0,,53929.0,250001.0,
48,KY,21,073,47964.0,50529.0,38305.0,,64569.0,27440.0
49,KY,21,075,28359.0,33682.0,15731.0,,,27250.0
50,KY,21,077,48370.0,49114.0,,,,40139.0
51,KY,21,079,44243.0,44417.0,30966.0,,,37206.0
52,KY,21,081,44824.0,44193.0,,,,85060.0
53,KY,21,083,39530.0,41790.0,16333.0,,,38474.0
54,KY,21,085,35030.0,35438.0,,,,
55,KY,21,087,34982.0,36113.0,,,,
56,KY,21,089,45370.0,45577.0,,,131136.0,71176.0
57,KY,21,091,50476.0,50420.0,58594.0,,,
58,KY,21,093,50765.0,50156.0,55642.0,,64167.0,51656.0
59,KY,21,095,25814.0,25892.0,23417.0,15833.0,250001.0,
60,KY,21,097,35681.0,36803.0,,,,30259.0
61,KY,21,099,34774.0,35542.0,20000.0,,,41806.0
62,KY,21,101,41036.0,42762.0,24167.0,,59318.0,36625.0
63,KY,21,103,46495.0,46990.0,29773.0,,,
64,KY,21,105,41218.0,42468.0,23250.0,,,
65,KY,21,107,42346.0,43829.0,28750.0,,,51458.0
66,KY,21,109,29826.0,29925.0,,,,
67,KY,21,111,48695.0,54330.0,29245.0,50214.0,64884.0,39010.0
68,KY,21,113,50558.0,51302.0,32083.0,43750.0,,30809.0
69,KY,21,115,35570.0,35482.0,,,111250.0,2499.0
70,KY,21,117,54296.0,56285.0,24928.0,18688.0,53750.0,45236.0
71,KY,21,119,30411.0,30757.0,23333.0,,,
72,KY,21,121,26599.0,26499.0,38750.0,,,33526.0
73,KY,21,123,38578.0,39216.0,33631.0,,,
74,KY,21,125,36020.0,35971.0,,26071.0,60405.0,42661.0
75,KY,21,127,35935.0,36222.0,,,,63224.0
76,KY,21,129,22698.0,22759.0,,,,
77,KY,21,131,25872.0,26399.0,,,,
78,KY,21,133,30333.0,30367.0,,,,
79,KY,21,135,28630.0,28691.0,,,,
80,KY,21,137,37139.0,37109.0,36797.0,,,125194.0
81,KY,21,139,42171.0,41909.0,,,,
82,KY,21,141,38570.0,40257.0,18370.0,,,
83,KY,21,143,46931.0,46921.0,,,,
84,KY,21,145,44067.0,46536.0,25146.0,,95455.0,37162.0
85,KY,21,147,19328.0,19340.0,,,,
86,KY,21,149,40770.0,41250.0,53250.0,,,31250.0
87,KY,21,151,42390.0,43664.0,20463.0,,47132.0,28967.0
88,KY,21,153,28500.0,28467.0,,,,
89,KY,21,155,38826.0,40385.0,22004.0,,56765.0,36354.0
90,KY,21,157,45212.0,45610.0,,,,41932.0
91,KY,21,159,25795.0,25940.0,,,,
92,KY,21,161,38824.0,40041.0,20365.0,,,
93,KY,21,163,49884.0,50524.0,39609.0,,,57383.0
94,KY,21,165,31503.0,32037.0,,,,
95,KY,21,167,42083.0,42638.0,41429.0,,,69500.0
96,KY,21,169,32294.0,33458.0,17292.0,,,30893.0
97,KY,21,171,31045.0,30870.0,39539.0,,,31442.0
98,KY,21,173,39275.0,39172.0,29079.0,,,
99,KY,21,175,29707.0,29946.0,,,,
100,KY,21,177,38961.0,39846.0,22715.0,,,
101,KY,21,179,49298.0,50470.0,28939.0,25833.0,55962.0,11462.0
102,KY,21,181,36097.0,36763.0,23750.0,,,
103,KY,21,183,40189.0,39814.0,,,,44250.0
104,KY,21,185,85452.0,85894.0,81250.0,65690.0,167344.0,49375.0
105,KY,21,187,41934.0,42342.0,36574.0,,,35417.0
106,KY,21,189,20985.0,20618.0,,,,
107,KY,21,191,48353.0,49368.0,,,,93693.0
108,KY,21,193,32667.0,31911.0,93000.0,,,
109,KY,21,195,33183.0,32965.0,41821.0,,,30147.0
110,KY,21,197,29736.0,30476.0,,,,16688.0
111,KY,21,199,34790.0,34838.0,27907.0,77782.0,43906.0,18510.0
112,KY,21,201,31741.0,31830.0,,,,
113,KY,21,203,31555.0,31778.0,,,,
114,KY,21,205,36860.0,35812.0,41224.0,,,
115,KY,21,207,30720.0,30930.0,41500.0,,,
116,KY,21,209,63027.0,65456.0,40868.0,,74625.0,34120.0
117,KY,21,211,60324.0,61765.0,40270.0,,,28833.0
118,KY,21,213,39679.0,45173.0,25527.0,,,8657.0
119,KY,21,215,63000.0,63492.0,91140.0,,,60577.0
120,KY,21,217,33340.0,33879.0,25887.0,,,
121,KY,21,219,40497.0,42892.0,29779.0,,,
122,KY,21,221,44083.0,45793.0,23917.0,,,57692.0
123,KY,21,223,47409.0,47091.0,,,,51810.0
124,KY,21,225,40120.0,41385.0,18750.0,,,41250.0
125,KY,21,227,44911.0,48292.0,31564.0,58558.0,38750.0,35335.0
126,KY,21,229,40976.0,42935.0,34429.0,,,12222.0
127,KY,21,231,28573.0,29326.0,,,,13966.0
128,KY,21,233,38917.0,39085.0,36806.0,,,31528.0
129,KY,21,235,31014.0,31014.0,16346.0,102778.0,,
130,KY,21,237,20504.0,20818.0,,,,
131,KY,21,239,58750.0,60568.0,37000.0,,,33803.0
12,LA,22,001,37649.0,43239.0,20742.0,,,30893.0
13,LA,22,003,40948.0,43537.0,25798.0,43095.0,,46250.0
14,LA,22,005,70551.0,75232.0,49888.0,,70755.0,56400.0
15,LA,22,007,49167.0,60572.0,24904.0,,,33185.0
16,LA,22,009,33739.0,39339.0,22760.0,,,
17,LA,22,011,45969.0,49349.0,26719.0,64375.0,80493.0,
18,LA,22,013,32876.0,45332.0,21335.0,,,
19,LA,22,015,52892.0,59888.0,31217.0,70060.0,53825.0,53147.0
20,LA,22,017,41234.0,57236.0,28614.0,26875.0,49009.0,39948.0
21,LA,22,019,45312.0,52272.0,28838.0,60859.0,57054.0,44375.0
22,LA,22,021,33294.0,37833.0,15453.0,,,21190.0
23,LA,22,023,64231.0,64885.0,,,,
24,LA,22,025,34904.0,44702.0,17963.0,,,
25,LA,22,027,32072.0,48579.0,17567.0,54167.0,,
26,LA,22,029,29654.0,43488.0,16636.0,,,
27,LA,22,031,41468.0,51319.0,22397.0,61167.0,,
28,LA,22,033,49285.0,66598.0,34646.0,40682.0,58869.0,50208.0
29,LA,22,035,21099.0,42083.0,16364.0,,,
30,LA,22,037,45520.0,54260.0,33384.0,,,
31,LA,22,039,30009.0,41474.0,14524.0,,,20650.0
32,LA,22,041,30275.0,36693.0,17648.0,,,
33,LA,22,043,39914.0,41059.0,21862.0,54125.0,,
34,LA,22,045,45261.0,54047.0,30554.0,70588.0,66711.0,46821.0
35,LA,22,047,45117.0,59344.0,33257.0,,,
36,LA,22,049,38029.0,43852.0,21594.0,,,
37,LA,22,051,47947.0,54354.0,34002.0,39531.0,60511.0,40995.0
38,LA,22,053,39063.0,44171.0,20053.0,20848.0,,16750.0
39,LA,22,055,51869.0,61544.0,29224.0,132588.0,60802.0,44336.0
40,LA,22,057,51030.0,54243.0,28335.0,,70234.0,40318.0
41,LA,22,059,37310.0,38953.0,18000.0,56601.0,,
42,LA,22,061,33467.0,50425.0,20715.0,,36250.0,15995.0
43,LA,22,063,58251.0,58708.0,41776.0,124076.0,,62868.0
44,LA,22,065,23854.0,40903.0,16799.0,,,
45,LA,22,067,28003.0,37849.0,20261.0,15938.0,80595.0,10733.0
46,LA,22,069,31345.0,45440.0,20172.0,21250.0,89167.0,35893.0
47,LA,22,071,36792.0,62490.0,25347.0,37875.0,46592.0,40232.0
48,LA,22,073,37754.0,50757.0,22478.0,21303.0,61007.0,47136.0
49,LA,22,075,50314.0,56288.0,34125.0,,,33197.0
50,LA,22,077,43825.0,57022.0,24882.0,,,20724.0
51,LA,22,079,40734.0,48821.0,26263.0,45208.0,31526.0,42311.0
52,LA,22,081,38000.0,45547.0,24770.0,,,
53,LA,22,083,36421.0,47766.0,21617.0,,,41125.0
54,LA,22,085,38828.0,44966.0,22283.0,31919.0,,30329.0
55,LA,22,087,42753.0,46517.0,31497.0,44205.0,33313.0,36853.0
56,LA,22,089,59990.0,70933.0,35125.0,,71375.0,59564.0
57,LA,22,091,35437.0,50649.0,26136.0,,,
58,LA,22,093,51107.0,67689.0,33868.0,,,
59,LA,22,095,50921.0,58359.0,45754.0,,,42308.0
60,LA,22,097,32625.0,44394.0,19336.0,,,47591.0
61,LA,22,099,42794.0,51701.0,30231.0,78750.0,23438.0,50147.0
62,LA,22,101,40781.0,48906.0,25172.0,53080.0,49211.0,41365.0
63,LA,22,103,62137.0,65539.0,39373.0,27065.0,80583.0,48173.0
64,LA,22,105,41302.0,51528.0,25771.0,31356.0,,35920.0
65,LA,22,107,22940.0,36550.0,15375.0,,,
66,LA,22,109,47826.0,55365.0,28439.0,38821.0,46492.0,55000.0
67,LA,22,111,34992.0,45232.0,17362.0,,,19237.0
68,LA,22,113,45374.0,49875.0,22921.0,52552.0,39214.0,41042.0
69,LA,22,115,46312.0,47358.0,39437.0,43750.0,60809.0,44740.0
