,StateFIPS,CountyFIPS,M_With,M_Without,F_With,F_Without,All_With,All_Without
63,48,103,1940,387,1840,469,3780,856
64,48,105,1499,308,1388,424,2887,732
65,48,107,2246,626,2210,834,4456,1460
66,48,109,881,231,916,255,1797,486
67,48,111,2899,819,2415,842,5314,1661
68,48,113,887696,324950,964891,287195,1852587,612145
69,48,115,4527,1246,4383,1466,8910,2712
70,48,117,7472,1901,7461,2224,14933,4125
71,48,119,2060,509,2158,425,4218,934
72,48,121,304587,52747,318578,51497,623165,104244
73,48,123,7634,1642,7941,1559,15575,3201
74,48,125,824,199,842,212,1666,411
75,48,127,3776,1372,4082,1357,7858,2729
76,48,129,1346,377,1596,221,2942,598
77,48,131,4007,1549,3919,1571,7926,3120
78,48,133,6769,2117,7380,1794,14149,3911
79,48,135,57129,17173,55289,18582,112418,35755
80,48,137,686,156,879,173,1565,329
81,48,139,62565,14337,64983,13907,127548,28244
82,48,141,283850,99022,317237,104788,601087,203810
83,48,143,15099,4392,15903,4153,31002,8545
84,48,145,5895,1842,6431,1364,12326,3206
85,48,147,12352,2745,13042,2688,25394,5433
86,48,149,10407,1766,10148,2107,20555,3873
87,48,151,1412,390,1642,390,3054,780
88,48,153,2239,772,2521,597,4760,1369
89,48,155,496,73,531,64,1027,137
90,48,157,270364,48895,285749,48185,556113,97080
91,48,159,4374,940,4210,961,8584,1901
92,48,161,7124,1715,7321,1907,14445,3622
93,48,163,6192,1524,5279,2060,11471,3584
94,48,165,6378,3133,6053,3244,12431,6377
95,48,167,124825,25166,129851,23892,254676,49058
96,48,169,1545,484,1668,457,3213,941
97,48,171,9971,2226,10717,2091,20688,4317
98,48,173,516,139,446,79,962,218
99,48,175,3155,413,3291,434,6446,847
100,48,177,7522,2441,7408,2512,14930,4953
101,48,179,8533,2177,8407,2220,16940,4397
102,48,181,47981,11386,51363,10713,99344,22099
103,48,183,46507,12687,50620,11455,97127,24142
104,48,185,9497,2198,9357,2658,18854,4856
105,48,187,58660,10828,61380,10367,120040,21195
106,48,189,12814,3663,13412,3543,26226,7206
107,48,191,1206,370,1129,440,2335,810
108,48,193,3075,826,3688,443,6763,1269
109,48,195,2276,489,2246,478,4522,967
110,48,197,1532,391,1712,345,3244,736
111,48,199,22225,4897,22861,4952,45086,9849
112,48,201,1618879,533586,1696701,486665,3315580,1020251
113,48,203,26040,6171,27465,6090,53505,12261
114,48,205,1984,342,1959,339,3943,681
115,48,207,2190,440,1988,403,4178,843
116,48,209,71610,15558,77014,11636,148624,27194
117,48,211,1552,448,1536,527,3088,975
118,48,213,29559,8648,32037,7881,61596,16529
119,48,215,257222,135536,272464,146125,529686,281661
120,48,217,13420,3402,13665,3769,27085,7171
121,48,219,8887,2518,9184,2584,18071,5102
122,48,221,21323,4472,22328,4299,43651,8771
123,48,223,13492,3928,13916,3871,27408,7799
124,48,225,7507,1746,8766,1747,16273,3493
125,48,227,12648,2774,12681,2779,25329,5553
126,48,229,1042,336,1171,410,2213,746
127,48,231,34231,8835,36106,8048,70337,16883
128,48,233,9028,1827,8766,2079,17794,3906
129,48,235,667,157,679,139,1346,296
130,48,237,3106,830,3066,731,6172,1561
131,48,239,5925,1003,6262,1059,12187,2062
132,48,241,13089,3502,14946,3329,28035,6831
133,48,243,852,206,801,310,1653,516
134,48,245,89861,26481,96227,26458,186088,52939
135,48,247,1827,803,2053,533,3880,1336
136,48,249,15575,4670,16196,4620,31771,9290
137,48,251,59557,16156,61348,15792,120905,31948
138,48,253,4378,973,5783,1398,10161,2371
139,48,255,5180,1052,5187,770,10367,1822
140,48,257,42193,10864,45071,10169,87264,21033
141,48,259,15599,2200,16888,2215,32487,4415
142,48,261,198,97,192,78,390,175
143,48,263,342,64,325,40,667,104
144,48,265,19403,4288,20616,4902,40019,9190
145,48,267,1637,572,1700,518,3337,1090
146,48,269,87,49,120,11,207,60
147,48,271,1293,445,1131,354,2424,799
148,48,273,12628,3469,11798,3467,24426,6936
149,48,275,1500,326,1457,384,2957,710
150,48,277,19257,4479,20227,4937,39484,9416
151,48,279,5326,1561,5166,1487,10492,3048
152,48,281,7621,1924,8352,1832,15973,3756
153,48,283,2213,983,2280,814,4493,1797
154,48,285,7766,1495,8471,1382,16237,2877
155,48,287,6798,1244,6613,1521,13411,2765
156,48,289,6688,1571,6745,1716,13433,3287
157,48,291,27695,8434,27444,7858,55139,16292
158,48,293,8344,3005,8787,2345,17131,5350
159,48,295,1508,341,1254,335,2762,676
160,48,297,4064,886,4176,1158,8240,2044
161,48,299,7598,1502,8376,1594,15974,3096
162,48,301,53,21,33,10,86,31
163,48,303,115181,25530,121041,24799,236222,50329
164,48,305,2195,677,2271,590,4466,1267
165,48,307,3306,740,3409,691,6715,1431
166,48,309,93849,21068,102138,20131,195987,41199
167,48,311,341,64,349,24,690,88
168,48,313,3731,850,4045,1023,7776,1873
169,48,315,3761,1077,4209,1053,7970,2130
170,48,317,1974,612,1847,754,3821,1366
171,48,319,1535,652,1463,407,2998,1059
172,48,321,13769,4128,14174,4112,27943,8240
173,48,323,18607,8661,18814,9758,37421,18419
174,48,325,18545,3569,19705,2956,38250,6525
175,48,327,751,290,844,250,1595,540
176,48,329,59415,15246,59879,15709,119294,30955
177,48,331,9871,1918,10224,1877,20095,3795
178,48,333,1887,288,2108,436,3995,724
179,48,335,2548,788,2835,570,5383,1358
180,48,337,7160,2262,7429,2328,14589,4590
181,48,339,203475,43375,212877,39838,416352,83213
182,48,341,9007,2403,8437,2236,17444,4639
183,48,343,4990,1057,5323,1189,10313,2246
184,48,345,387,209,356,119,743,328
185,48,347,24195,6779,26244,7459,50439,14238
186,48,349,18433,4787,18895,5267,37328,10054
187,48,351,5334,1736,5786,1018,11120,2754
188,48,353,6040,1512,5859,1464,11899,2976
189,48,355,135715,34184,144940,32292,280655,66476
190,48,357,4160,1228,3919,1275,8079,2503
191,48,359,661,100,780,96,1441,196
192,48,361,33263,7689,34818,6744,68081,14433
193,48,363,10384,3285,10729,3244,21113,6529
194,48,365,9312,2118,10013,2259,19325,4377
195,48,367,49667,9106,50821,9399,100488,18505
196,48,369,3800,1306,3758,1058,7558,2364
197,48,371,5464,1551,5490,1261,10954,2812
198,48,373,16766,4163,16862,4307,33628,8470
199,48,375,42602,14415,45405,13402,88007,27817
200,48,377,2424,1181,2368,1331,4792,2512
201,48,379,4399,1209,4318,1044,8717,2253
202,48,381,53379,8330,56164,8041,109543,16371
203,48,383,1249,595,1150,572,2399,1167
204,48,385,1270,354,1232,409,2502,763
205,48,387,4706,1311,5175,1168,9881,2479
206,48,389,4368,860,4883,1253,9251,2113
207,48,391,2911,661,2944,602,5855,1263
208,48,393,384,58,414,75,798,133
209,48,395,6344,1812,6681,1499,13025,3311
210,48,397,36281,5253,38024,5226,74305,10479
211,48,399,4146,935,4227,928,8373,1863
212,48,401,18852,5291,19359,5367,38211,10658
213,48,403,3777,1276,4130,1174,7907,2450
214,48,405,3122,964,3314,1087,6436,2051
215,48,407,10737,2597,10586,2956,21323,5553
216,48,409,25544,6973,26358,6379,51902,13352
217,48,411,2429,513,2000,298,4429,811
218,48,413,1188,394,1217,425,2405,819
219,48,415,6772,1109,6466,1407,13238,2516
220,48,417,1309,307,1413,304,2722,611
221,48,419,9184,3301,9996,3064,19180,6365
222,48,421,1143,410,1167,303,2310,713
223,48,423,82135,21568,91107,20424,173242,41992
224,48,425,3218,875,3453,874,6671,1749
225,48,427,18529,11332,20213,12022,38742,23354
226,48,429,3528,915,3147,1191,6675,2106
227,48,431,501,179,472,156,973,335
228,48,433,568,113,571,111,1139,224
229,48,435,1496,515,1329,601,2825,1116
230,48,437,2853,616,3068,567,5921,1183
231,48,439,739469,189027,793135,177419,1532604,366446
232,48,441,51598,10570,56226,11336,107824,21906
233,48,443,363,67,416,75,779,142
234,48,445,4344,1483,4434,1352,8778,2835
235,48,447,585,135,639,175,1224,310
236,48,449,12377,3575,12702,3605,25079,7180
237,48,451,43247,10045,46420,10234,89667,20279
238,48,453,454074,106121,467836,86190,921910,192311
239,48,455,5485,1489,5866,1491,11351,2980
240,48,457,7657,1696,8058,1627,15715,3323
241,48,459,16130,3570,16157,3745,32287,7315
242,48,461,1214,378,1316,439,2530,817
243,48,463,9925,3035,10651,2984,20576,6019
244,48,465,17516,5036,17926,5882,35442,10918
245,48,467,20005,5621,21102,5344,41107,10965
246,48,469,35369,8179,36915,8540,72284,16719
247,48,471,19845,3706,24287,4320,44132,8026
248,48,473,17736,5186,17510,5160,35246,10346
249,48,475,4602,906,4370,1217,8972,2123
250,48,477,13553,3285,14529,2211,28082,5496
251,48,479,85837,40609,91945,42511,177782,83120
252,48,481,15744,4348,16861,4001,32605,8349
253,48,483,2148,673,2094,633,4242,1306
254,48,485,45680,9621,51992,10046,97672,19667
255,48,487,5337,1132,5308,1217,10645,2349
256,48,489,6349,3273,6820,3070,13169,6343
257,48,491,199404,30976,211551,27780,410955,58756
258,48,493,19112,3384,19368,2993,38480,6377
259,48,495,2829,879,2766,995,5595,1874
260,48,497,24533,5501,24716,5520,49249,11021
261,48,499,16976,3633,17291,4003,34267,7636
262,48,501,3063,1048,3125,966,6188,2014
263,48,503,6888,2148,7086,1934,13974,4082
264,48,505,4838,2306,4663,2467,9501,4773
265,48,507,4441,1286,4639,1440,9080,2726
12,49,001,2849,421,2673,440,5522,861
13,49,003,23124,2303,23051,2112,46175,4415
14,49,005,51912,6142,53168,5493,105080,11635
15,49,007,8742,1467,9307,1195,18049,2662
16,49,009,290,10,335,16,625,26
17,49,011,145687,14662,147007,12969,292694,27631
18,49,013,8292,1519,8101,1535,16393,3054
19,49,015,4683,715,4601,677,9284,1392
20,49,017,1979,488,1917,457,3896,945
21,49,019,3426,1354,3470,1073,6896,2427
22,49,021,18610,4636,19409,4043,38019,8679
23,49,023,4438,868,4299,652,8737,1520
24,49,025,2577,854,3145,534,5722,1388
25,49,027,5162,1151,5142,975,10304,2126
26,49,029,4663,545,4527,511,9190,1056
27,49,031,793,191,691,151,1484,342
28,49,033,971,117,995,204,1966,321
29,49,035,451726,84207,463806,71201,915532,155408
30,49,037,5357,1973,5604,1951,10961,3924
31,49,039,10296,2052,11239,2099,21535,4151
32,49,041,8616,1742,8384,1772,17000,3514
33,49,043,17112,2404,16860,2021,33972,4425
34,49,045,27050,3351,27218,2768,54268,6119
35,49,047,14957,2986,14652,2753,29609,5739
36,49,049,242176,32950,241635,31570,483811,64520
37,49,051,11263,2016,11400,1808,22663,3824
38,49,053,59249,13064,62096,12364,121345,25428
39,49,055,1070,327,1076,231,2146,558
40,49,057,100971,16736,102594,15564,203565,32300
12,51,001,12900,2962,14094,2753,26994,5715
13,51,003,44260,4170,49034,4068,93294,8238
14,51,005,7093,703,7364,666,14457,1369
15,51,007,5483,971,5376,848,10859,1819
16,51,009,13171,2199,15012,1588,28183,3787
17,51,011,6642,713,6903,879,13545,1592
18,51,013,97738,11574,101234,9734,198972,21308
19,51,015,30103,3876,32697,3556,62800,7432
20,51,017,1919,287,1971,344,3890,631
21,51,019,33970,3323,35008,3726,68978,7049
22,51,021,2578,245,2649,255,5227,500
23,51,023,15366,893,15919,708,31285,1601
24,51,025,6129,1200,7046,841,13175,2041
25,51,027,9635,1386,10011,1414,19646,2800
26,51,029,6196,1305,6470,1069,12666,2374
27,51,031,22926,3396,25433,2771,48359,6167
28,51,033,11117,1658,12880,1543,23997,3201
29,51,035,12746,2169,12772,2031,25518,4200
30,51,036,3040,478,3211,366,6251,844
31,51,037,5037,994,5142,1002,10179,1996
32,51,041,140593,15440,154425,14959,295018,30399
33,51,043,6011,910,6253,930,12264,1840
34,51,045,2140,345,2461,249,4601,594
35,51,047,19760,3129,21227,2709,40987,5838
36,51,049,3922,1018,4156,763,8078,1781
37,51,051,6679,911,6684,794,13363,1705
38,51,053,12015,1568,12668,1434,24683,3002
39,51,057,4431,704,5217,723,9648,1427
40,51,059,484051,64076,509943,57197,993994,121273
41,51,061,29662,3417,31138,2792,60800,6209
42,51,063,6874,900,6930,731,13804,1631
43,51,065,10621,1184,11949,956,22570,2140
44,51,067,23707,3737,24950,3592,48657,7329
45,51,069,34801,4806,36267,4491,71068,9297
46,51,071,6871,1369,7376,1158,14247,2527
47,51,073,15163,2448,16690,1875,31853,4323
48,51,075,9463,565,9654,727,19117,1292
49,51,077,6406,1063,6899,929,13305,1992
50,51,079,7787,1368,8152,1421,15939,2789
51,51,081,2862,304,3991,407,6853,711
52,51,083,13598,2820,15992,2384,29590,5204
53,51,085,45981,3228,48666,2723,94647,5951
54,51,087,131760,17728,151314,16043,283074,33771
55,51,089,21245,3589,23490,3644,44735,7233
56,51,091,788,215,1033,208,1821,423
57,51,093,15400,1844,16581,1445,31981,3289
58,51,095,30377,2719,33417,2569,63794,5288
59,51,097,3046,620,2929,511,5975,1131
60,51,099,11106,1084,11501,817,22607,1901
61,51,101,7059,784,7410,785,14469,1569
62,51,103,4506,709,5247,581,9753,1290
63,51,105,9978,1920,10177,1706,20155,3626
64,51,107,157541,14975,163902,12866,321443,27841
65,51,109,13771,2941,14541,2635,28312,5576
66,51,111,4355,870,5104,862,9459,1732
67,51,113,5113,1182,5844,832,10957,2014
68,51,115,3671,370,4387,333,8058,703
69,51,117,11851,2293,14112,1936,25963,4229
70,51,119,4455,555,4995,345,9450,900
71,51,121,45251,4418,43141,3090,88392,7508
72,51,125,6176,1016,6693,916,12869,1932
73,51,127,8949,665,8786,620,17735,1285
74,51,131,4367,1341,5069,1109,9436,2450
75,51,133,5443,494,5866,501,11309,995
76,51,135,6074,1133,6609,673,12683,1806
77,51,137,14125,2432,15708,1808,29833,4240
78,51,139,9798,1753,10341,1756,20139,3509
79,51,141,7405,1494,7873,1265,15278,2759
80,51,143,26329,3758,28133,3766,54462,7524
81,51,145,11450,1149,12004,1018,23454,2167
82,51,147,9331,1508,10247,1213,19578,2721
83,51,149,14557,1641,15041,1285,29598,2926
84,51,153,181415,29623,192841,25170,374256,54793
85,51,155,14622,1853,15274,1840,29896,3693
86,51,157,3041,626,3185,561,6226,1187
87,51,159,3021,350,3382,351,6403,701
88,51,161,40502,3370,45602,2595,86104,5965
89,51,163,9518,1452,9803,1492,19321,2944
90,51,165,32610,5364,35016,4421,67626,9785
91,51,167,11370,2263,12398,1988,23768,4251
92,51,169,9408,1489,9941,1111,19349,2600
93,51,171,17819,2682,19126,2645,36945,5327
94,51,173,12935,2252,14219,1792,27154,4044
95,51,175,7002,1249,7511,1110,14513,2359
96,51,177,54453,7609,58090,6628,112543,14237
97,51,179,57845,6038,62285,4940,120130,10978
98,51,181,2798,551,3020,454,5818,1005
99,51,183,2766,202,3316,342,6082,544
100,51,185,17568,3180,19194,2758,36762,5938
101,51,187,16779,2310,16876,2147,33655,4457
102,51,191,23508,3123,24471,3018,47979,6141
103,51,193,6984,1480,7735,1204,14719,2684
104,51,195,16419,2526,17017,2358,33436,4884
105,51,197,12470,1769,12508,2170,24978,3939
106,51,199,28042,2094,31490,1852,59532,3946
107,51,510,58340,11458,66921,9509,125261,20967
108,51,520,6543,1492,8273,1059,14816,2551
109,51,530,2489,551,2995,555,5484,1106
110,51,540,19142,2389,20847,2328,39989,4717
111,51,550,92540,9502,106793,9602,199333,19104
112,51,570,7065,947,8246,1010,15311,1957
113,51,580,2384,431,2323,418,4707,849
114,51,590,16255,2690,19869,2495,36124,5185
115,51,595,1825,684,2492,456,4317,1140
116,51,600,9803,1455,10508,1132,20311,2587
117,51,610,6120,166,6616,309,12736,475
118,51,620,3109,605,3958,655,7067,1260
119,51,630,10932,1700,12554,1962,23486,3662
120,51,640,2680,540,2962,404,5642,944
121,51,650,53054,8905,62299,7512,115353,16417
122,51,660,20221,3794,22806,3851,43027,7645
123,51,670,8816,1592,10088,1452,18904,3044
124,51,678,2913,214,2361,155,5274,369
125,51,680,31269,4648,36055,4663,67324,9311
126,51,683,16098,4164,16731,3696,32829,7860
127,51,685,5839,2304,5675,1721,11514,4025
128,51,690,4866,1064,6285,1056,11151,2120
129,51,700,68381,12028,81163,10640,149544,22668
130,51,710,87440,19429,96562,15844,184002,35273
131,51,720,1367,234,2155,193,3522,427
132,51,730,11320,2846,14554,2519,25874,5365
133,51,735,5482,338,5865,252,11347,590
134,51,740,37167,6080,42515,6536,79682,12616
135,51,750,7317,805,8094,670,15411,1475
136,51,760,79997,19858,95434,15861,175431,35719
137,51,770,38410,8301,43908,6823,82318,15124
138,51,775,10218,1258,11713,1306,21931,2564
139,51,790,9175,1415,11390,1665,20565,3080
140,51,800,35051,4543,40616,3608,75667,8151
141,51,810,177592,22265,203264,19818,380856,42083
142,51,820,8151,1881,9559,1418,17710,3299
143,51,830,5859,694,7727,292,13586,986
144,51,840,10765,2501,11474,2166,22239,4667
12,50,001,16935,1355,17583,841,34518,2196
13,50,003,16484,1227,17710,683,34194,1910
14,50,005,13745,1374,14869,633,28614,2007
15,50,007,73192,4265,78128,2958,151320,7223
16,50,009,2775,336,2882,214,5657,550
17,50,011,21866,1751,23348,910,45214,2661
18,50,013,3238,181,3398,135,6636,316
19,50,015,11169,1231,11606,926,22775,2157
20,50,017,13236,1091,13853,662,27089,1753
21,50,019,11937,1229,12539,798,24476,2027
22,50,021,27003,2340,29043,1462,56046,3802
23,50,023,27153,1838,28500,1139,55653,2977
24,50,025,19827,1631,20905,1054,40732,2685
25,50,027,24618,2209,26757,1685,51375,3894
12,53,001,7244,2345,7393,1866,14637,4211
13,53,003,9147,1338,10096,1276,19243,2614
14,53,005,78627,12759,81892,10110,160519,22869
15,53,007,30164,6518,31017,5995,61181,12513
16,53,009,30189,5059,32350,3823,62539,8882
17,53,011,191398,26615,202078,21962,393476,48577
18,53,013,1801,152,1772,204,3573,356
19,53,015,43804,6096,46637,4793,90441,10889
20,53,017,16380,3439,16466,3183,32846,6622
21,53,019,3358,584,3156,482,6514,1066
22,53,021,34404,8573,33744,7554,68148,16127
23,53,023,978,125,988,111,1966,236
24,53,025,36748,9464,37816,7528,74564,16992
25,53,027,28006,6113,29766,4657,57772,10770
26,53,029,32026,3558,35824,2956,67850,6514
27,53,031,12750,1462,13636,1516,26386,2978
28,53,033,902948,109785,931439,87970,1834387,197755
29,53,035,105860,12172,114564,9019,220424,21191
30,53,037,18041,2888,18507,2461,36548,5349
31,53,039,8931,1312,9304,1230,18235,2542
32,53,041,31708,5503,33362,4101,65070,9604
33,53,043,4580,558,4572,524,9152,1082
34,53,045,24762,5776,25128,3666,49890,9442
35,53,047,16363,4244,17129,3081,33492,7325
36,53,049,8472,1709,8944,1273,17416,2982
37,53,051,5656,956,5504,741,11160,1697
38,53,053,342382,49080,366397,41647,708779,90727
39,53,055,6533,1092,7315,961,13848,2053
40,53,057,49647,8556,52627,7262,102274,15818
41,53,059,5000,634,4888,683,9888,1317
42,53,061,324114,43247,333818,35930,657932,79177
43,53,063,203353,27783,218074,22614,421427,50397
44,53,065,18707,3059,18919,2601,37626,5660
45,53,067,109470,14498,121226,11366,230696,25864
46,53,069,1685,234,1875,179,3560,413
47,53,071,23430,3994,25935,3006,49365,7000
48,53,073,88692,12829,92693,11182,181385,24011
49,53,075,21484,2147,21226,1645,42710,3792
50,53,077,94384,27518,100082,22537,194466,50055
12,55,001,8852,1047,8731,623,17583,1670
13,55,003,7023,857,7210,668,14233,1525
14,55,005,20513,2246,20742,1595,41255,3841
15,55,007,6840,806,6659,621,13499,1427
16,55,009,112051,11974,118922,8628,230973,20602
17,55,011,6087,610,6131,404,12218,1014
18,55,013,7002,752,6922,526,13924,1278
19,55,015,23675,1135,23917,764,47592,1899
20,55,017,27969,2835,28154,2015,56123,4850
21,55,019,12917,4257,13163,3681,26080,7938
22,55,021,25586,2066,25850,1724,51436,3790
23,55,023,7223,724,7359,512,14582,1236
24,55,025,233187,17151,242391,13428,475578,30579
25,55,027,39787,2809,39114,2204,78901,5013
26,55,029,12515,989,13126,792,25641,1781
27,55,031,19364,2166,19725,1950,39089,4116
28,55,033,20042,2083,20090,1603,40132,3686
29,55,035,44541,4833,47417,3798,91958,8631
30,55,037,2117,212,1921,168,4038,380
31,55,039,45814,3550,47977,2919,93791,6469
32,55,041,3838,706,3760,647,7598,1353
33,55,043,23530,2547,22298,2000,45828,4547
34,55,045,16939,1262,17476,1020,34415,2282
35,55,047,8270,1201,8267,1029,16537,2230
36,55,049,10926,886,11228,549,22154,1435
37,55,051,2598,286,2655,263,5253,549
38,55,053,8752,1133,8570,882,17322,2015
39,55,055,38604,3136,39813,2311,78417,5447
40,55,057,11261,1407,11465,855,22726,2262
41,55,059,72812,8862,77613,6584,150425,15446
42,55,061,9778,576,9635,354,19413,930
43,55,063,52456,4225,55751,3356,108207,7581
44,55,065,7492,966,7453,824,14945,1790
45,55,067,8727,909,8809,860,17536,1769
46,55,069,12683,1144,13038,864,25721,2008
47,55,071,37344,2605,38095,1898,75439,4503
48,55,073,61200,6094,62787,3920,123987,10014
49,55,075,18931,1561,19019,1227,37950,2788
50,55,077,6877,704,6849,551,13726,1255
51,55,078,1427,716,1653,602,3080,1318
52,55,079,396071,59798,448635,42222,844706,102020
53,55,081,19450,2657,20110,2060,39560,4717
54,55,083,17497,1497,17166,1051,34663,2548
55,55,085,16064,1601,16488,970,32552,2571
56,55,087,82663,6476,85176,4627,167839,11103
57,55,089,40545,2024,42586,1561,83131,3585
58,55,091,3293,370,3209,382,6502,752
59,55,093,18519,1653,19153,1225,37672,2878
60,55,095,19563,2138,19648,1782,39211,3920
61,55,097,32286,2817,33287,1724,65573,4541
62,55,099,6398,455,6296,455,12694,910
63,55,101,83220,10012,89921,7615,173141,17627
64,55,103,7966,906,8038,695,16004,1601
65,55,105,69942,8250,75101,6048,145043,14298
66,55,107,6262,886,6450,621,12712,1507
67,55,109,39513,2938,40514,2392,80027,5330
68,55,111,28199,2991,28541,2533,56740,5524
69,55,113,7117,1018,7312,728,14429,1746
70,55,115,18453,2016,18780,1709,37233,3725
71,55,117,51687,4580,53467,3184,105154,7764
72,55,119,9110,1300,9115,813,18225,2113
73,55,121,13246,1379,13470,889,26716,2268
74,55,123,12288,2659,12561,2463,24849,5122
75,55,125,9450,1164,9854,710,19304,1874
76,55,127,45658,5450,47291,3835,92949,9285
77,55,129,6874,832,7253,554,14127,1386
78,55,131,62004,3345,63727,2899,125731,6244
79,55,133,182973,9129,191505,7700,374478,16829
80,55,135,23435,2093,23613,1501,47048,3594
81,55,137,10355,1332,10471,1011,20826,2343
82,55,139,74590,6032,78495,4794,153085,10826
83,55,141,33602,2741,35148,1845,68750,4586
12,54,001,6927,1173,7434,1040,14361,2213
13,54,003,47309,5793,49115,5848,96424,11641
14,54,005,10532,1330,10908,1114,21440,2444
15,54,007,6032,961,6145,971,12177,1932
16,54,009,10230,1236,11001,1006,21231,2242
17,54,011,40407,5898,44087,5004,84494,10902
18,54,013,3209,567,3072,686,6281,1253
19,54,015,3955,603,4026,498,7981,1101
20,54,017,3243,662,3175,536,6418,1198
21,54,019,18691,3142,19390,2986,38081,6128
22,54,021,3146,508,2909,501,6055,1009
23,54,023,5242,612,5419,432,10661,1044
24,54,025,14842,2261,15908,2024,30750,4285
25,54,027,9515,2254,9704,1538,19219,3792
26,54,029,13027,1533,13682,1731,26709,3264
27,54,031,6160,846,6168,704,12328,1550
28,54,033,29328,4163,31103,3815,60431,7978
29,54,035,13027,1410,13302,1341,26329,2751
30,54,037,23866,3089,25503,2490,49369,5579
31,54,039,80160,10691,88818,9372,168978,20063
32,54,041,7138,1004,7214,992,14352,1996
33,54,043,9453,1235,9667,1145,19120,2380
34,54,045,14693,2538,15770,2187,30463,4725
35,54,047,7748,1595,8604,1653,16352,3248
36,54,049,24474,3170,25607,3172,50081,6342
37,54,051,13971,1738,14765,1607,28736,3345
38,54,053,11796,1296,12095,1313,23891,2609
39,54,055,25765,3623,28569,3502,54334,7125
40,54,057,11880,1750,11854,2065,23734,3815
41,54,059,11009,1662,11547,1629,22556,3291
42,54,061,46145,5157,44376,4373,90521,9530
43,54,063,5882,761,5852,912,11734,1673
44,54,065,7057,1471,7458,1323,14515,2794
45,54,067,11361,1372,11541,1512,22902,2884
46,54,069,18578,2150,20274,2075,38852,4225
47,54,071,3204,399,3191,435,6395,834
48,54,073,3159,334,3257,266,6416,600
49,54,075,3544,655,3740,453,7284,1108
50,54,077,13622,2010,14136,1716,27758,3726
51,54,079,25264,2324,26190,2483,51454,4807
52,54,081,32067,4667,34436,4328,66503,8995
53,54,083,11948,1779,12104,1717,24052,3496
54,54,085,4232,754,4496,591,8728,1345
55,54,087,6351,829,6571,791,12922,1620
56,54,089,5359,752,5793,539,11152,1291
57,54,091,7287,967,7477,801,14764,1768
58,54,093,3067,301,3069,363,6136,664
59,54,095,3826,615,3884,634,7710,1249
60,54,097,10452,1736,10744,1471,21196,3207
61,54,099,17510,2711,18273,2887,35783,5598
62,54,101,3713,652,3833,671,7546,1323
63,54,103,6968,930,7266,895,14234,1825
64,54,105,2685,251,2492,413,5177,664
65,54,107,36251,5402,40175,4243,76426,9645
66,54,109,9990,1311,10135,1352,20125,2663
12,56,001,17650,1926,16276,1516,33926,3442
13,56,003,4937,968,4867,900,9804,1868
14,56,005,21583,3092,19806,3159,41389,6251
15,56,007,6819,1089,6058,996,12877,2085
16,56,009,6497,587,6052,902,12549,1489
17,56,011,3201,479,3060,440,6261,919
18,56,013,15856,4060,16468,3762,32324,7822
19,56,015,5672,964,5569,723,11241,1687
20,56,017,1942,395,2048,319,3990,714
21,56,019,4058,449,3660,379,7718,828
22,56,021,40089,5563,41797,4991,81886,10554
23,56,023,8316,1002,7928,941,16244,1943
24,56,025,33677,6119,33595,5518,67272,11637
25,56,027,1011,142,931,148,1942,290
26,56,029,12141,1955,12766,1857,24907,3812
27,56,031,3579,837,3622,602,7201,1439
28,56,033,12684,1703,13415,1471,26099,3174
29,56,035,4509,822,4067,697,8576,1519
30,56,037,19891,3318,18600,2683,38491,6001
31,56,039,8948,2558,9555,1192,18503,3750
32,56,041,9132,1413,8711,1503,17843,2916
33,56,043,3349,691,3490,703,6839,1394
34,56,045,2927,454,3087,314,6014,768
